date,Außenputz,isPartial
2018-01-07,19,False
2018-01-14,46,False
2018-01-21,18,False
2018-01-28,19,False
2018-02-04,38,False
2018-02-11,79,False
2018-02-18,38,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,68,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,32,False
2018-04-08,30,False
2018-04-15,40,False
2018-04-22,0,False
2018-04-29,100,False
2018-05-06,61,False
2018-05-13,38,False
2018-05-20,61,False
2018-05-27,21,False
2018-06-03,39,False
2018-06-10,56,False
2018-06-17,28,False
2018-06-24,0,False
2018-07-01,64,False
2018-07-08,55,False
2018-07-15,37,False
2018-07-22,19,False
2018-07-29,19,False
2018-08-05,40,False
2018-08-12,21,False
2018-08-19,21,False
2018-08-26,41,False
2018-09-02,20,False
2018-09-09,19,False
2018-09-16,49,False
2018-09-23,58,False
2018-09-30,0,False
2018-10-07,29,False
2018-10-14,19,False
2018-10-21,38,False
2018-10-28,48,False
2018-11-04,28,False
2018-11-11,0,False
2018-11-18,36,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,55,False
2018-12-16,19,False
2018-12-23,22,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,17,False
2019-01-20,35,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,36,False
2019-02-17,36,False
2019-02-24,0,False
2019-03-03,37,False
2019-03-10,54,False
2019-03-17,66,False
2019-03-24,28,False
2019-03-31,28,False
2019-04-07,46,False
2019-04-14,40,False
2019-04-21,39,False
2019-04-28,73,False
2019-05-05,18,False
2019-05-12,18,False
2019-05-19,36,False
2019-05-26,75,False
2019-06-02,28,False
2019-06-09,29,False
2019-06-16,48,False
2019-06-23,56,False
2019-06-30,36,False
2019-07-07,43,False
2019-07-14,73,False
2019-07-21,47,False
2019-07-28,28,False
2019-08-04,39,False
2019-08-11,39,False
2019-08-18,20,False
2019-08-25,39,False
2019-09-01,37,False
2019-09-08,0,False
2019-09-15,18,False
2019-09-22,26,False
2019-09-29,53,False
2019-10-06,35,False
2019-10-13,0,False
2019-10-20,34,False
2019-10-27,69,False
2019-11-03,33,False
2019-11-10,60,False
2019-11-17,17,False
2019-11-24,34,False
2019-12-01,18,False
2019-12-08,34,False
2019-12-15,53,False
2019-12-22,20,False
2019-12-29,19,False
2020-01-05,0,False
2020-01-12,24,False
2020-01-19,66,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,31,False
2020-02-16,33,False
2020-02-23,24,False
2020-03-01,24,False
2020-03-08,30,False
2020-03-15,36,False
2020-03-22,29,False
2020-03-29,29,False
2020-04-05,41,False
2020-04-12,62,False
2020-04-19,60,False
2020-04-26,59,False
2020-05-03,75,False
2020-05-10,45,False
