date,Peluquero,isPartial
2018-01-07,0,False
2018-01-14,40,False
2018-01-21,19,False
2018-01-28,0,False
2018-02-04,39,False
2018-02-11,40,False
2018-02-18,20,False
2018-02-25,37,False
2018-03-04,0,False
2018-03-11,19,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,20,False
2018-04-22,78,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,20,False
2018-05-20,20,False
2018-05-27,40,False
2018-06-03,38,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,21,False
2018-07-01,0,False
2018-07-08,21,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,42,False
2018-08-05,20,False
2018-08-12,20,False
2018-08-19,61,False
2018-08-26,20,False
2018-09-02,20,False
2018-09-09,0,False
2018-09-16,100,False
2018-09-23,0,False
2018-09-30,39,False
2018-10-07,20,False
2018-10-14,19,False
2018-10-21,39,False
2018-10-28,0,False
2018-11-04,18,False
2018-11-11,19,False
2018-11-18,18,False
2018-11-25,19,False
2018-12-02,0,False
2018-12-09,59,False
2018-12-16,40,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,56,False
2019-01-20,36,False
2019-01-27,18,False
2019-02-03,20,False
2019-02-10,0,False
2019-02-17,59,False
2019-02-24,39,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,39,False
2019-03-24,0,False
2019-03-31,19,False
2019-04-07,39,False
2019-04-14,37,False
2019-04-21,0,False
2019-04-28,19,False
2019-05-05,0,False
2019-05-12,20,False
2019-05-19,19,False
2019-05-26,19,False
2019-06-02,56,False
2019-06-09,19,False
2019-06-16,0,False
2019-06-23,40,False
2019-06-30,60,False
2019-07-07,39,False
2019-07-14,41,False
2019-07-21,62,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,75,False
2019-08-25,55,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,36,False
2019-10-06,0,False
2019-10-13,17,False
2019-10-20,0,False
2019-10-27,17,False
2019-11-03,0,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,16,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,17,False
2019-12-22,35,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,47,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,32,False
2020-02-09,16,False
2020-02-16,0,False
2020-02-23,64,False
2020-03-01,0,False
2020-03-08,60,False
2020-03-15,27,False
2020-03-22,0,False
2020-03-29,13,False
2020-04-05,54,False
2020-04-12,65,True
