date,Peluquero,isPartial
2018-01-07,81,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,85,False
2018-02-04,42,False
2018-02-11,43,False
2018-02-18,0,False
2018-02-25,38,False
2018-03-04,38,False
2018-03-11,78,False
2018-03-18,42,False
2018-03-25,0,False
2018-04-01,80,False
2018-04-08,0,False
2018-04-15,61,False
2018-04-22,82,False
2018-04-29,42,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,62,False
2018-05-27,42,False
2018-06-03,41,False
2018-06-10,40,False
2018-06-17,44,False
2018-06-24,90,False
2018-07-01,66,False
2018-07-08,43,False
2018-07-15,47,False
2018-07-22,0,False
2018-07-29,44,False
2018-08-05,85,False
2018-08-12,44,False
2018-08-19,43,False
2018-08-26,44,False
2018-09-02,43,False
2018-09-09,44,False
2018-09-16,43,False
2018-09-23,42,False
2018-09-30,85,False
2018-10-07,43,False
2018-10-14,41,False
2018-10-21,42,False
2018-10-28,42,False
2018-11-04,39,False
2018-11-11,81,False
2018-11-18,39,False
2018-11-25,83,False
2018-12-02,87,False
2018-12-09,42,False
2018-12-16,82,False
2018-12-23,45,False
2018-12-30,45,False
2019-01-06,41,False
2019-01-13,59,False
2019-01-20,56,False
2019-01-27,38,False
2019-02-03,61,False
2019-02-10,40,False
2019-02-17,41,False
2019-02-24,42,False
2019-03-03,0,False
2019-03-10,42,False
2019-03-17,0,False
2019-03-24,41,False
2019-03-31,38,False
2019-04-07,0,False
2019-04-14,79,False
2019-04-21,40,False
2019-04-28,82,False
2019-05-05,40,False
2019-05-12,42,False
2019-05-19,0,False
2019-05-26,40,False
2019-06-02,40,False
2019-06-09,0,False
2019-06-16,42,False
2019-06-23,43,False
2019-06-30,87,False
2019-07-07,43,False
2019-07-14,44,False
2019-07-21,44,False
2019-07-28,44,False
2019-08-04,42,False
2019-08-11,41,False
2019-08-18,41,False
2019-08-25,40,False
2019-09-01,41,False
2019-09-08,84,False
2019-09-15,0,False
2019-09-22,40,False
2019-09-29,59,False
2019-10-06,39,False
2019-10-13,37,False
2019-10-20,38,False
2019-10-27,36,False
2019-11-03,36,False
2019-11-10,36,False
2019-11-17,0,False
2019-11-24,34,False
2019-12-01,74,False
2019-12-08,0,False
2019-12-15,35,False
2019-12-22,0,False
2019-12-29,39,False
2020-01-05,0,False
2020-01-12,66,False
2020-01-19,100,False
2020-01-26,0,False
2020-02-02,35,False
2020-02-09,36,False
2020-02-16,37,False
2020-02-23,35,False
2020-03-01,50,False
2020-03-08,33,False
2020-03-15,0,False
2020-03-22,29,False
2020-03-29,29,False
2020-04-05,30,False
2020-04-12,100,True
