date,Peluquero,isPartial
2018-01-07,58,False
2018-01-14,49,False
2018-01-21,41,False
2018-01-28,83,False
2018-02-04,32,False
2018-02-11,49,False
2018-02-18,57,False
2018-02-25,31,False
2018-03-04,57,False
2018-03-11,58,False
2018-03-18,75,False
2018-03-25,33,False
2018-04-01,93,False
2018-04-08,32,False
2018-04-15,47,False
2018-04-22,78,False
2018-04-29,32,False
2018-05-06,55,False
2018-05-13,33,False
2018-05-20,65,False
2018-05-27,16,False
2018-06-03,23,False
2018-06-10,39,False
2018-06-17,50,False
2018-06-24,49,False
2018-07-01,49,False
2018-07-08,78,False
2018-07-15,41,False
2018-07-22,80,False
2018-07-29,24,False
2018-08-05,31,False
2018-08-12,55,False
2018-08-19,67,False
2018-08-26,72,False
2018-09-02,62,False
2018-09-09,30,False
2018-09-16,31,False
2018-09-23,54,False
2018-09-30,24,False
2018-10-07,76,False
2018-10-14,30,False
2018-10-21,64,False
2018-10-28,33,False
2018-11-04,40,False
2018-11-11,39,False
2018-11-18,30,False
2018-11-25,100,False
2018-12-02,34,False
2018-12-09,42,False
2018-12-16,67,False
2018-12-23,38,False
2018-12-30,84,False
2019-01-06,49,False
2019-01-13,71,False
2019-01-20,68,False
2019-01-27,39,False
2019-02-03,80,False
2019-02-10,88,False
2019-02-17,32,False
2019-02-24,40,False
2019-03-03,80,False
2019-03-10,17,False
2019-03-17,67,False
2019-03-24,65,False
2019-03-31,46,False
2019-04-07,32,False
2019-04-14,22,False
2019-04-21,32,False
2019-04-28,31,False
2019-05-05,31,False
2019-05-12,62,False
2019-05-19,23,False
2019-05-26,45,False
2019-06-02,22,False
2019-06-09,53,False
2019-06-16,39,False
2019-06-23,32,False
2019-06-30,78,False
2019-07-07,37,False
2019-07-14,31,False
2019-07-21,31,False
2019-07-28,62,False
2019-08-04,70,False
2019-08-11,38,False
2019-08-18,54,False
2019-08-25,45,False
2019-09-01,58,False
2019-09-08,27,False
2019-09-15,29,False
2019-09-22,81,False
2019-09-29,15,False
2019-10-06,52,False
2019-10-13,74,False
2019-10-20,50,False
2019-10-27,58,False
2019-11-03,79,False
2019-11-10,0,False
2019-11-17,43,False
2019-11-24,48,False
2019-12-01,35,False
2019-12-08,37,False
2019-12-15,66,False
2019-12-22,70,False
2019-12-29,40,False
2020-01-05,29,False
2020-01-12,61,False
2020-01-19,32,False
2020-01-26,48,False
2020-02-02,88,False
2020-02-09,62,False
2020-02-16,47,False
2020-02-23,39,False
2020-03-01,19,False
2020-03-08,19,False
2020-03-15,25,False
2020-03-22,11,False
2020-03-29,34,False
2020-04-05,30,False
2020-04-12,94,True
