date,tagli di capelli corti,isPartial
2018-01-07,53,False
2018-01-14,0,False
2018-01-21,26,False
2018-01-28,50,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,25,False
2018-02-25,0,False
2018-03-04,25,False
2018-03-11,24,False
2018-03-18,0,False
2018-03-25,26,False
2018-04-01,0,False
2018-04-08,50,False
2018-04-15,77,False
2018-04-22,26,False
2018-04-29,25,False
2018-05-06,48,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,0,False
2018-06-03,50,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,72,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,24,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,26,False
2018-08-26,25,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,25,False
2018-10-21,0,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,51,False
2018-12-09,0,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,29,False
2019-01-06,0,False
2019-01-13,25,False
2019-01-20,0,False
2019-01-27,24,False
2019-02-03,25,False
2019-02-10,0,False
2019-02-17,76,False
2019-02-24,76,False
2019-03-03,26,False
2019-03-10,25,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,100,False
2019-04-07,50,False
2019-04-14,26,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,24,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,26,False
2019-06-30,50,False
2019-07-07,24,False
2019-07-14,25,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,27,False
2019-08-18,0,False
2019-08-25,24,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,45,False
2019-09-29,23,False
2019-10-06,0,False
2019-10-13,23,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,22,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,0,False
2019-12-29,26,False
2020-01-05,0,False
2020-01-12,22,False
2020-01-19,23,False
2020-01-26,0,False
2020-02-02,22,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,0,False
2020-03-15,20,False
2020-03-22,55,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
