date,Pflanzen,isPartial
2018-01-07,21,False
2018-01-14,15,False
2018-01-21,17,False
2018-01-28,21,False
2018-02-04,26,False
2018-02-11,17,False
2018-02-18,16,False
2018-02-25,19,False
2018-03-04,25,False
2018-03-11,25,False
2018-03-18,15,False
2018-03-25,31,False
2018-04-01,36,False
2018-04-08,54,False
2018-04-15,49,False
2018-04-22,48,False
2018-04-29,55,False
2018-05-06,49,False
2018-05-13,37,False
2018-05-20,47,False
2018-05-27,33,False
2018-06-03,22,False
2018-06-10,22,False
2018-06-17,41,False
2018-06-24,25,False
2018-07-01,19,False
2018-07-08,22,False
2018-07-15,33,False
2018-07-22,17,False
2018-07-29,33,False
2018-08-05,29,False
2018-08-12,27,False
2018-08-19,22,False
2018-08-26,16,False
2018-09-02,18,False
2018-09-09,18,False
2018-09-16,18,False
2018-09-23,31,False
2018-09-30,18,False
2018-10-07,20,False
2018-10-14,17,False
2018-10-21,17,False
2018-10-28,18,False
2018-11-04,15,False
2018-11-11,22,False
2018-11-18,12,False
2018-11-25,20,False
2018-12-02,15,False
2018-12-09,12,False
2018-12-16,5,False
2018-12-23,9,False
2018-12-30,9,False
2019-01-06,13,False
2019-01-13,8,False
2019-01-20,13,False
2019-01-27,13,False
2019-02-03,13,False
2019-02-10,16,False
2019-02-17,25,False
2019-02-24,30,False
2019-03-03,30,False
2019-03-10,24,False
2019-03-17,39,False
2019-03-24,35,False
2019-03-31,45,False
2019-04-07,41,False
2019-04-14,43,False
2019-04-21,61,False
2019-04-28,41,False
2019-05-05,31,False
2019-05-12,36,False
2019-05-19,35,False
2019-05-26,31,False
2019-06-02,30,False
2019-06-09,38,False
2019-06-16,44,False
2019-06-23,41,False
2019-06-30,28,False
2019-07-07,29,False
2019-07-14,27,False
2019-07-21,19,False
2019-07-28,26,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,21,False
2019-08-25,33,False
2019-09-01,22,False
2019-09-08,11,False
2019-09-15,18,False
2019-09-22,20,False
2019-09-29,18,False
2019-10-06,25,False
2019-10-13,32,False
2019-10-20,26,False
2019-10-27,10,False
2019-11-03,10,False
2019-11-10,16,False
2019-11-17,15,False
2019-11-24,19,False
2019-12-01,10,False
2019-12-08,12,False
2019-12-15,12,False
2019-12-22,10,False
2019-12-29,10,False
2020-01-05,21,False
2020-01-12,15,False
2020-01-19,9,False
2020-01-26,14,False
2020-02-02,15,False
2020-02-09,11,False
2020-02-16,35,False
2020-02-23,25,False
2020-03-01,23,False
2020-03-08,27,False
2020-03-15,44,False
2020-03-22,41,False
2020-03-29,64,False
2020-04-05,43,False
2020-04-12,64,False
2020-04-19,100,False
2020-04-26,74,False
2020-05-03,67,False
2020-05-10,72,False
2020-05-17,59,False
2020-05-24,40,False
2020-05-31,59,False
2020-06-07,41,False
2020-06-14,45,False
2020-06-21,42,False
2020-06-28,34,False
2020-07-05,40,False
