date,Pflanzen,isPartial
2018-01-07,6,False
2018-01-14,17,False
2018-01-21,13,False
2018-01-28,11,False
2018-02-04,14,False
2018-02-11,12,False
2018-02-18,22,False
2018-02-25,12,False
2018-03-04,18,False
2018-03-11,35,False
2018-03-18,34,False
2018-03-25,40,False
2018-04-01,61,False
2018-04-08,71,False
2018-04-15,66,False
2018-04-22,73,False
2018-04-29,55,False
2018-05-06,44,False
2018-05-13,55,False
2018-05-20,57,False
2018-05-27,40,False
2018-06-03,35,False
2018-06-10,27,False
2018-06-17,30,False
2018-06-24,26,False
2018-07-01,31,False
2018-07-08,22,False
2018-07-15,30,False
2018-07-22,26,False
2018-07-29,19,False
2018-08-05,21,False
2018-08-12,27,False
2018-08-19,21,False
2018-08-26,21,False
2018-09-02,27,False
2018-09-09,30,False
2018-09-16,26,False
2018-09-23,24,False
2018-09-30,31,False
2018-10-07,30,False
2018-10-14,12,False
2018-10-21,14,False
2018-10-28,23,False
2018-11-04,12,False
2018-11-11,21,False
2018-11-18,14,False
2018-11-25,19,False
2018-12-02,11,False
2018-12-09,9,False
2018-12-16,9,False
2018-12-23,10,False
2018-12-30,17,False
2019-01-06,13,False
2019-01-13,15,False
2019-01-20,5,False
2019-01-27,20,False
2019-02-03,17,False
2019-02-10,29,False
2019-02-17,41,False
2019-02-24,22,False
2019-03-03,28,False
2019-03-10,36,False
2019-03-17,42,False
2019-03-24,55,False
2019-03-31,48,False
2019-04-07,45,False
2019-04-14,65,False
2019-04-21,63,False
2019-04-28,55,False
2019-05-05,38,False
2019-05-12,31,False
2019-05-19,40,False
2019-05-26,35,False
2019-06-02,38,False
2019-06-09,41,False
2019-06-16,29,False
2019-06-23,44,False
2019-06-30,23,False
2019-07-07,33,False
2019-07-14,36,False
2019-07-21,36,False
2019-07-28,34,False
2019-08-04,32,False
2019-08-11,22,False
2019-08-18,30,False
2019-08-25,36,False
2019-09-01,18,False
2019-09-08,28,False
2019-09-15,28,False
2019-09-22,18,False
2019-09-29,16,False
2019-10-06,24,False
2019-10-13,14,False
2019-10-20,14,False
2019-10-27,14,False
2019-11-03,15,False
2019-11-10,20,False
2019-11-17,14,False
2019-11-24,10,False
2019-12-01,7,False
2019-12-08,5,False
2019-12-15,11,False
2019-12-22,13,False
2019-12-29,13,False
2020-01-05,5,False
2020-01-12,23,False
2020-01-19,18,False
2020-01-26,8,False
2020-02-02,29,False
2020-02-09,18,False
2020-02-16,29,False
2020-02-23,30,False
2020-03-01,39,False
2020-03-08,27,False
2020-03-15,47,False
2020-03-22,60,False
2020-03-29,81,False
2020-04-05,83,False
2020-04-12,75,False
2020-04-19,98,False
2020-04-26,100,False
2020-05-03,82,False
2020-05-10,78,False
2020-05-17,65,False
2020-05-24,48,False
2020-05-31,50,False
2020-06-07,42,False
2020-06-14,52,False
2020-06-21,34,False
2020-06-28,32,False
2020-07-05,34,False
