date,Maquillage,isPartial
2018-01-07,13,False
2018-01-14,12,False
2018-01-21,12,False
2018-01-28,12,False
2018-02-04,11,False
2018-02-11,17,False
2018-02-18,17,False
2018-02-25,20,False
2018-03-04,16,False
2018-03-11,11,False
2018-03-18,16,False
2018-03-25,7,False
2018-04-01,8,False
2018-04-08,12,False
2018-04-15,8,False
2018-04-22,8,False
2018-04-29,6,False
2018-05-06,10,False
2018-05-13,9,False
2018-05-20,9,False
2018-05-27,7,False
2018-06-03,10,False
2018-06-10,9,False
2018-06-17,8,False
2018-06-24,11,False
2018-07-01,7,False
2018-07-08,12,False
2018-07-15,15,False
2018-07-22,7,False
2018-07-29,7,False
2018-08-05,8,False
2018-08-12,11,False
2018-08-19,9,False
2018-08-26,5,False
2018-09-02,12,False
2018-09-09,11,False
2018-09-16,5,False
2018-09-23,12,False
2018-09-30,11,False
2018-10-07,13,False
2018-10-14,23,False
2018-10-21,35,False
2018-10-28,88,False
2018-11-04,14,False
2018-11-11,14,False
2018-11-18,17,False
2018-11-25,17,False
2018-12-02,16,False
2018-12-09,18,False
2018-12-16,11,False
2018-12-23,22,False
2018-12-30,13,False
2019-01-06,11,False
2019-01-13,11,False
2019-01-20,11,False
2019-01-27,8,False
2019-02-03,5,False
2019-02-10,13,False
2019-02-17,8,False
2019-02-24,11,False
2019-03-03,21,False
2019-03-10,14,False
2019-03-17,15,False
2019-03-24,16,False
2019-03-31,11,False
2019-04-07,12,False
2019-04-14,9,False
2019-04-21,12,False
2019-04-28,9,False
2019-05-05,12,False
2019-05-12,8,False
2019-05-19,7,False
2019-05-26,12,False
2019-06-02,9,False
2019-06-09,12,False
2019-06-16,11,False
2019-06-23,9,False
2019-06-30,7,False
2019-07-07,5,False
2019-07-14,9,False
2019-07-21,7,False
2019-07-28,5,False
2019-08-04,6,False
2019-08-11,10,False
2019-08-18,9,False
2019-08-25,9,False
2019-09-01,6,False
2019-09-08,4,False
2019-09-15,8,False
2019-09-22,11,False
2019-09-29,13,False
2019-10-06,13,False
2019-10-13,23,False
2019-10-20,30,False
2019-10-27,100,False
2019-11-03,11,False
2019-11-10,13,False
2019-11-17,12,False
2019-11-24,14,False
2019-12-01,17,False
2019-12-08,12,False
2019-12-15,13,False
2019-12-22,17,False
2019-12-29,9,False
2020-01-05,7,False
2020-01-12,11,False
2020-01-19,8,False
2020-01-26,7,False
2020-02-02,10,False
2020-02-09,13,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,12,False
2020-03-08,8,False
2020-03-15,9,False
2020-03-22,10,False
2020-03-29,14,False
2020-04-05,11,False
2020-04-12,9,True
