date,Maquillage,isPartial
2018-01-07,11,False
2018-01-14,11,False
2018-01-21,9,False
2018-01-28,13,False
2018-02-04,14,False
2018-02-11,17,False
2018-02-18,13,False
2018-02-25,13,False
2018-03-04,16,False
2018-03-11,13,False
2018-03-18,13,False
2018-03-25,14,False
2018-04-01,14,False
2018-04-08,14,False
2018-04-15,12,False
2018-04-22,9,False
2018-04-29,10,False
2018-05-06,11,False
2018-05-13,11,False
2018-05-20,11,False
2018-05-27,10,False
2018-06-03,11,False
2018-06-10,9,False
2018-06-17,13,False
2018-06-24,12,False
2018-07-01,10,False
2018-07-08,12,False
2018-07-15,13,False
2018-07-22,11,False
2018-07-29,7,False
2018-08-05,8,False
2018-08-12,8,False
2018-08-19,12,False
2018-08-26,12,False
2018-09-02,10,False
2018-09-09,10,False
2018-09-16,10,False
2018-09-23,11,False
2018-09-30,12,False
2018-10-07,13,False
2018-10-14,18,False
2018-10-21,37,False
2018-10-28,92,False
2018-11-04,14,False
2018-11-11,16,False
2018-11-18,17,False
2018-11-25,15,False
2018-12-02,16,False
2018-12-09,16,False
2018-12-16,16,False
2018-12-23,20,False
2018-12-30,16,False
2019-01-06,11,False
2019-01-13,10,False
2019-01-20,11,False
2019-01-27,9,False
2019-02-03,9,False
2019-02-10,12,False
2019-02-17,11,False
2019-02-24,15,False
2019-03-03,17,False
2019-03-10,13,False
2019-03-17,14,False
2019-03-24,13,False
2019-03-31,12,False
2019-04-07,12,False
2019-04-14,12,False
2019-04-21,10,False
2019-04-28,11,False
2019-05-05,9,False
2019-05-12,10,False
2019-05-19,11,False
2019-05-26,9,False
2019-06-02,10,False
2019-06-09,11,False
2019-06-16,11,False
2019-06-23,9,False
2019-06-30,10,False
2019-07-07,10,False
2019-07-14,8,False
2019-07-21,7,False
2019-07-28,11,False
2019-08-04,7,False
2019-08-11,10,False
2019-08-18,9,False
2019-08-25,9,False
2019-09-01,10,False
2019-09-08,9,False
2019-09-15,9,False
2019-09-22,9,False
2019-09-29,14,False
2019-10-06,16,False
2019-10-13,19,False
2019-10-20,33,False
2019-10-27,100,False
2019-11-03,14,False
2019-11-10,11,False
2019-11-17,14,False
2019-11-24,15,False
2019-12-01,17,False
2019-12-08,15,False
2019-12-15,13,False
2019-12-22,17,False
2019-12-29,15,False
2020-01-05,10,False
2020-01-12,9,False
2020-01-19,10,False
2020-01-26,10,False
2020-02-02,10,False
2020-02-09,12,False
2020-02-16,13,False
2020-02-23,13,False
2020-03-01,13,False
2020-03-08,8,False
2020-03-15,7,False
2020-03-22,9,False
2020-03-29,12,False
2020-04-05,12,False
2020-04-12,15,True
