date,Maquillage,isPartial
2018-01-07,9,False
2018-01-14,11,False
2018-01-21,5,False
2018-01-28,9,False
2018-02-04,8,False
2018-02-11,10,False
2018-02-18,9,False
2018-02-25,12,False
2018-03-04,11,False
2018-03-11,11,False
2018-03-18,9,False
2018-03-25,6,False
2018-04-01,13,False
2018-04-08,9,False
2018-04-15,7,False
2018-04-22,14,False
2018-04-29,9,False
2018-05-06,10,False
2018-05-13,7,False
2018-05-20,11,False
2018-05-27,5,False
2018-06-03,6,False
2018-06-10,12,False
2018-06-17,8,False
2018-06-24,14,False
2018-07-01,5,False
2018-07-08,7,False
2018-07-15,8,False
2018-07-22,11,False
2018-07-29,8,False
2018-08-05,6,False
2018-08-12,8,False
2018-08-19,11,False
2018-08-26,15,False
2018-09-02,8,False
2018-09-09,6,False
2018-09-16,7,False
2018-09-23,7,False
2018-09-30,7,False
2018-10-07,12,False
2018-10-14,20,False
2018-10-21,39,False
2018-10-28,83,False
2018-11-04,12,False
2018-11-11,15,False
2018-11-18,14,False
2018-11-25,12,False
2018-12-02,13,False
2018-12-09,14,False
2018-12-16,16,False
2018-12-23,14,False
2018-12-30,10,False
2019-01-06,8,False
2019-01-13,5,False
2019-01-20,9,False
2019-01-27,13,False
2019-02-03,6,False
2019-02-10,9,False
2019-02-17,10,False
2019-02-24,8,False
2019-03-03,7,False
2019-03-10,9,False
2019-03-17,11,False
2019-03-24,9,False
2019-03-31,11,False
2019-04-07,11,False
2019-04-14,8,False
2019-04-21,8,False
2019-04-28,8,False
2019-05-05,7,False
2019-05-12,9,False
2019-05-19,7,False
2019-05-26,6,False
2019-06-02,7,False
2019-06-09,7,False
2019-06-16,9,False
2019-06-23,10,False
2019-06-30,9,False
2019-07-07,11,False
2019-07-14,7,False
2019-07-21,7,False
2019-07-28,9,False
2019-08-04,5,False
2019-08-11,9,False
2019-08-18,9,False
2019-08-25,11,False
2019-09-01,8,False
2019-09-08,5,False
2019-09-15,5,False
2019-09-22,7,False
2019-09-29,5,False
2019-10-06,12,False
2019-10-13,18,False
2019-10-20,35,False
2019-10-27,100,False
2019-11-03,9,False
2019-11-10,9,False
2019-11-17,12,False
2019-11-24,11,False
2019-12-01,12,False
2019-12-08,16,False
2019-12-15,13,False
2019-12-22,16,False
2019-12-29,13,False
2020-01-05,8,False
2020-01-12,10,False
2020-01-19,6,False
2020-01-26,7,False
2020-02-02,10,False
2020-02-09,8,False
2020-02-16,10,False
2020-02-23,11,False
2020-03-01,9,False
2020-03-08,8,False
2020-03-15,9,False
2020-03-22,12,False
2020-03-29,7,False
2020-04-05,7,False
2020-04-12,11,True
