date,Maquillage,isPartial
2018-01-07,9,False
2018-01-14,7,False
2018-01-21,6,False
2018-01-28,8,False
2018-02-04,8,False
2018-02-11,14,False
2018-02-18,7,False
2018-02-25,9,False
2018-03-04,9,False
2018-03-11,6,False
2018-03-18,8,False
2018-03-25,8,False
2018-04-01,8,False
2018-04-08,5,False
2018-04-15,8,False
2018-04-22,7,False
2018-04-29,8,False
2018-05-06,9,False
2018-05-13,8,False
2018-05-20,9,False
2018-05-27,7,False
2018-06-03,10,False
2018-06-10,10,False
2018-06-17,8,False
2018-06-24,7,False
2018-07-01,9,False
2018-07-08,8,False
2018-07-15,11,False
2018-07-22,7,False
2018-07-29,8,False
2018-08-05,9,False
2018-08-12,9,False
2018-08-19,8,False
2018-08-26,6,False
2018-09-02,8,False
2018-09-09,6,False
2018-09-16,9,False
2018-09-23,11,False
2018-09-30,10,False
2018-10-07,15,False
2018-10-14,17,False
2018-10-21,40,False
2018-10-28,96,False
2018-11-04,10,False
2018-11-11,11,False
2018-11-18,12,False
2018-11-25,13,False
2018-12-02,16,False
2018-12-09,11,False
2018-12-16,11,False
2018-12-23,13,False
2018-12-30,14,False
2019-01-06,7,False
2019-01-13,8,False
2019-01-20,8,False
2019-01-27,10,False
2019-02-03,7,False
2019-02-10,11,False
2019-02-17,9,False
2019-02-24,9,False
2019-03-03,12,False
2019-03-10,10,False
2019-03-17,7,False
2019-03-24,9,False
2019-03-31,7,False
2019-04-07,8,False
2019-04-14,10,False
2019-04-21,5,False
2019-04-28,8,False
2019-05-05,10,False
2019-05-12,6,False
2019-05-19,8,False
2019-05-26,7,False
2019-06-02,4,False
2019-06-09,7,False
2019-06-16,8,False
2019-06-23,8,False
2019-06-30,9,False
2019-07-07,6,False
2019-07-14,6,False
2019-07-21,10,False
2019-07-28,9,False
2019-08-04,6,False
2019-08-11,9,False
2019-08-18,8,False
2019-08-25,9,False
2019-09-01,7,False
2019-09-08,7,False
2019-09-15,8,False
2019-09-22,10,False
2019-09-29,9,False
2019-10-06,12,False
2019-10-13,21,False
2019-10-20,37,False
2019-10-27,100,False
2019-11-03,12,False
2019-11-10,11,False
2019-11-17,13,False
2019-11-24,15,False
2019-12-01,11,False
2019-12-08,11,False
2019-12-15,9,False
2019-12-22,12,False
2019-12-29,11,False
2020-01-05,8,False
2020-01-12,8,False
2020-01-19,9,False
2020-01-26,8,False
2020-02-02,6,False
2020-02-09,12,False
2020-02-16,8,False
2020-02-23,9,False
2020-03-01,7,False
2020-03-08,7,False
2020-03-15,4,False
2020-03-22,12,False
2020-03-29,10,False
2020-04-05,7,False
2020-04-12,18,True
