date,Maquillage,isPartial
2018-01-07,15,False
2018-01-14,12,False
2018-01-21,10,False
2018-01-28,16,False
2018-02-04,14,False
2018-02-11,12,False
2018-02-18,15,False
2018-02-25,14,False
2018-03-04,15,False
2018-03-11,12,False
2018-03-18,15,False
2018-03-25,12,False
2018-04-01,13,False
2018-04-08,12,False
2018-04-15,16,False
2018-04-22,10,False
2018-04-29,14,False
2018-05-06,10,False
2018-05-13,12,False
2018-05-20,12,False
2018-05-27,9,False
2018-06-03,10,False
2018-06-10,10,False
2018-06-17,12,False
2018-06-24,11,False
2018-07-01,9,False
2018-07-08,10,False
2018-07-15,10,False
2018-07-22,9,False
2018-07-29,8,False
2018-08-05,8,False
2018-08-12,10,False
2018-08-19,11,False
2018-08-26,11,False
2018-09-02,9,False
2018-09-09,11,False
2018-09-16,9,False
2018-09-23,11,False
2018-09-30,13,False
2018-10-07,16,False
2018-10-14,20,False
2018-10-21,39,False
2018-10-28,81,False
2018-11-04,13,False
2018-11-11,13,False
2018-11-18,12,False
2018-11-25,16,False
2018-12-02,19,False
2018-12-09,17,False
2018-12-16,17,False
2018-12-23,17,False
2018-12-30,18,False
2019-01-06,11,False
2019-01-13,11,False
2019-01-20,13,False
2019-01-27,11,False
2019-02-03,12,False
2019-02-10,12,False
2019-02-17,15,False
2019-02-24,12,False
2019-03-03,14,False
2019-03-10,12,False
2019-03-17,17,False
2019-03-24,14,False
2019-03-31,16,False
2019-04-07,11,False
2019-04-14,12,False
2019-04-21,11,False
2019-04-28,10,False
2019-05-05,13,False
2019-05-12,11,False
2019-05-19,11,False
2019-05-26,10,False
2019-06-02,7,False
2019-06-09,12,False
2019-06-16,11,False
2019-06-23,9,False
2019-06-30,8,False
2019-07-07,8,False
2019-07-14,8,False
2019-07-21,6,False
2019-07-28,9,False
2019-08-04,10,False
2019-08-11,10,False
2019-08-18,9,False
2019-08-25,9,False
2019-09-01,8,False
2019-09-08,8,False
2019-09-15,8,False
2019-09-22,10,False
2019-09-29,11,False
2019-10-06,11,False
2019-10-13,21,False
2019-10-20,30,False
2019-10-27,100,False
2019-11-03,12,False
2019-11-10,11,False
2019-11-17,10,False
2019-11-24,12,False
2019-12-01,14,False
2019-12-08,15,False
2019-12-15,14,False
2019-12-22,14,False
2019-12-29,13,False
2020-01-05,10,False
2020-01-12,10,False
2020-01-19,9,False
2020-01-26,10,False
2020-02-02,11,False
2020-02-09,12,False
2020-02-16,14,False
2020-02-23,15,False
2020-03-01,12,False
2020-03-08,12,False
2020-03-15,8,False
2020-03-22,10,False
2020-03-29,10,False
2020-04-05,13,False
2020-04-12,13,True
