date,Maquillage,isPartial
2018-01-07,9,False
2018-01-14,12,False
2018-01-21,9,False
2018-01-28,12,False
2018-02-04,10,False
2018-02-11,14,False
2018-02-18,13,False
2018-02-25,11,False
2018-03-04,11,False
2018-03-11,10,False
2018-03-18,10,False
2018-03-25,8,False
2018-04-01,10,False
2018-04-08,8,False
2018-04-15,9,False
2018-04-22,9,False
2018-04-29,10,False
2018-05-06,10,False
2018-05-13,9,False
2018-05-20,9,False
2018-05-27,7,False
2018-06-03,11,False
2018-06-10,12,False
2018-06-17,11,False
2018-06-24,9,False
2018-07-01,7,False
2018-07-08,6,False
2018-07-15,12,False
2018-07-22,8,False
2018-07-29,10,False
2018-08-05,7,False
2018-08-12,6,False
2018-08-19,8,False
2018-08-26,8,False
2018-09-02,4,False
2018-09-09,9,False
2018-09-16,9,False
2018-09-23,9,False
2018-09-30,11,False
2018-10-07,10,False
2018-10-14,14,False
2018-10-21,34,False
2018-10-28,88,False
2018-11-04,10,False
2018-11-11,13,False
2018-11-18,11,False
2018-11-25,13,False
2018-12-02,18,False
2018-12-09,17,False
2018-12-16,14,False
2018-12-23,13,False
2018-12-30,16,False
2019-01-06,8,False
2019-01-13,7,False
2019-01-20,9,False
2019-01-27,8,False
2019-02-03,6,False
2019-02-10,9,False
2019-02-17,13,False
2019-02-24,12,False
2019-03-03,11,False
2019-03-10,9,False
2019-03-17,8,False
2019-03-24,8,False
2019-03-31,10,False
2019-04-07,6,False
2019-04-14,7,False
2019-04-21,8,False
2019-04-28,9,False
2019-05-05,8,False
2019-05-12,7,False
2019-05-19,5,False
2019-05-26,7,False
2019-06-02,8,False
2019-06-09,9,False
2019-06-16,8,False
2019-06-23,9,False
2019-06-30,8,False
2019-07-07,6,False
2019-07-14,7,False
2019-07-21,8,False
2019-07-28,6,False
2019-08-04,7,False
2019-08-11,7,False
2019-08-18,7,False
2019-08-25,6,False
2019-09-01,6,False
2019-09-08,8,False
2019-09-15,10,False
2019-09-22,9,False
2019-09-29,9,False
2019-10-06,12,False
2019-10-13,16,False
2019-10-20,23,False
2019-10-27,100,False
2019-11-03,11,False
2019-11-10,11,False
2019-11-17,9,False
2019-11-24,9,False
2019-12-01,13,False
2019-12-08,11,False
2019-12-15,16,False
2019-12-22,16,False
2019-12-29,17,False
2020-01-05,10,False
2020-01-12,9,False
2020-01-19,8,False
2020-01-26,8,False
2020-02-02,7,False
2020-02-09,9,False
2020-02-16,11,False
2020-02-23,10,False
2020-03-01,7,False
2020-03-08,7,False
2020-03-15,6,False
2020-03-22,9,False
2020-03-29,10,False
2020-04-05,10,False
2020-04-12,16,True
