date,Maquillage,isPartial
2018-01-07,13,False
2018-01-14,12,False
2018-01-21,12,False
2018-01-28,10,False
2018-02-04,11,False
2018-02-11,10,False
2018-02-18,11,False
2018-02-25,13,False
2018-03-04,12,False
2018-03-11,12,False
2018-03-18,10,False
2018-03-25,12,False
2018-04-01,11,False
2018-04-08,9,False
2018-04-15,12,False
2018-04-22,11,False
2018-04-29,11,False
2018-05-06,9,False
2018-05-13,9,False
2018-05-20,11,False
2018-05-27,10,False
2018-06-03,9,False
2018-06-10,12,False
2018-06-17,9,False
2018-06-24,13,False
2018-07-01,8,False
2018-07-08,12,False
2018-07-15,10,False
2018-07-22,10,False
2018-07-29,6,False
2018-08-05,7,False
2018-08-12,8,False
2018-08-19,10,False
2018-08-26,11,False
2018-09-02,10,False
2018-09-09,8,False
2018-09-16,9,False
2018-09-23,12,False
2018-09-30,10,False
2018-10-07,11,False
2018-10-14,16,False
2018-10-21,28,False
2018-10-28,80,False
2018-11-04,8,False
2018-11-11,12,False
2018-11-18,11,False
2018-11-25,14,False
2018-12-02,13,False
2018-12-09,16,False
2018-12-16,14,False
2018-12-23,17,False
2018-12-30,17,False
2019-01-06,10,False
2019-01-13,11,False
2019-01-20,7,False
2019-01-27,11,False
2019-02-03,7,False
2019-02-10,13,False
2019-02-17,16,False
2019-02-24,12,False
2019-03-03,13,False
2019-03-10,11,False
2019-03-17,9,False
2019-03-24,13,False
2019-03-31,9,False
2019-04-07,9,False
2019-04-14,10,False
2019-04-21,11,False
2019-04-28,6,False
2019-05-05,10,False
2019-05-12,5,False
2019-05-19,9,False
2019-05-26,8,False
2019-06-02,8,False
2019-06-09,10,False
2019-06-16,12,False
2019-06-23,9,False
2019-06-30,8,False
2019-07-07,10,False
2019-07-14,7,False
2019-07-21,8,False
2019-07-28,8,False
2019-08-04,6,False
2019-08-11,9,False
2019-08-18,9,False
2019-08-25,7,False
2019-09-01,6,False
2019-09-08,7,False
2019-09-15,7,False
2019-09-22,7,False
2019-09-29,7,False
2019-10-06,14,False
2019-10-13,17,False
2019-10-20,30,False
2019-10-27,100,False
2019-11-03,12,False
2019-11-10,10,False
2019-11-17,14,False
2019-11-24,14,False
2019-12-01,13,False
2019-12-08,11,False
2019-12-15,17,False
2019-12-22,12,False
2019-12-29,14,False
2020-01-05,8,False
2020-01-12,10,False
2020-01-19,6,False
2020-01-26,8,False
2020-02-02,11,False
2020-02-09,11,False
2020-02-16,13,False
2020-02-23,10,False
2020-03-01,10,False
2020-03-08,11,False
2020-03-15,6,False
2020-03-22,7,False
2020-03-29,11,False
2020-04-05,8,False
2020-04-12,11,True
