date,Maquillage,isPartial
2018-01-07,11,False
2018-01-14,7,False
2018-01-21,8,False
2018-01-28,7,False
2018-02-04,9,False
2018-02-11,6,False
2018-02-18,9,False
2018-02-25,8,False
2018-03-04,10,False
2018-03-11,10,False
2018-03-18,13,False
2018-03-25,4,False
2018-04-01,11,False
2018-04-08,10,False
2018-04-15,9,False
2018-04-22,6,False
2018-04-29,11,False
2018-05-06,8,False
2018-05-13,9,False
2018-05-20,8,False
2018-05-27,5,False
2018-06-03,8,False
2018-06-10,11,False
2018-06-17,10,False
2018-06-24,9,False
2018-07-01,6,False
2018-07-08,7,False
2018-07-15,13,False
2018-07-22,9,False
2018-07-29,8,False
2018-08-05,5,False
2018-08-12,14,False
2018-08-19,8,False
2018-08-26,9,False
2018-09-02,7,False
2018-09-09,6,False
2018-09-16,5,False
2018-09-23,9,False
2018-09-30,10,False
2018-10-07,12,False
2018-10-14,24,False
2018-10-21,29,False
2018-10-28,90,False
2018-11-04,13,False
2018-11-11,13,False
2018-11-18,11,False
2018-11-25,15,False
2018-12-02,12,False
2018-12-09,13,False
2018-12-16,12,False
2018-12-23,14,False
2018-12-30,19,False
2019-01-06,9,False
2019-01-13,7,False
2019-01-20,8,False
2019-01-27,9,False
2019-02-03,8,False
2019-02-10,11,False
2019-02-17,8,False
2019-02-24,7,False
2019-03-03,11,False
2019-03-10,11,False
2019-03-17,10,False
2019-03-24,5,False
2019-03-31,7,False
2019-04-07,9,False
2019-04-14,7,False
2019-04-21,8,False
2019-04-28,8,False
2019-05-05,7,False
2019-05-12,10,False
2019-05-19,8,False
2019-05-26,9,False
2019-06-02,7,False
2019-06-09,4,False
2019-06-16,6,False
2019-06-23,6,False
2019-06-30,8,False
2019-07-07,7,False
2019-07-14,10,False
2019-07-21,7,False
2019-07-28,6,False
2019-08-04,10,False
2019-08-11,9,False
2019-08-18,5,False
2019-08-25,9,False
2019-09-01,10,False
2019-09-08,8,False
2019-09-15,10,False
2019-09-22,7,False
2019-09-29,10,False
2019-10-06,9,False
2019-10-13,19,False
2019-10-20,26,False
2019-10-27,100,False
2019-11-03,9,False
2019-11-10,12,False
2019-11-17,16,False
2019-11-24,14,False
2019-12-01,9,False
2019-12-08,13,False
2019-12-15,16,False
2019-12-22,17,False
2019-12-29,9,False
2020-01-05,7,False
2020-01-12,8,False
2020-01-19,6,False
2020-01-26,8,False
2020-02-02,9,False
2020-02-09,10,False
2020-02-16,8,False
2020-02-23,8,False
2020-03-01,8,False
2020-03-08,8,False
2020-03-15,5,False
2020-03-22,7,False
2020-03-29,12,False
2020-04-05,6,False
2020-04-12,13,True
