date,Maquillage,isPartial
2018-01-07,9,False
2018-01-14,11,False
2018-01-21,13,False
2018-01-28,10,False
2018-02-04,10,False
2018-02-11,13,False
2018-02-18,13,False
2018-02-25,12,False
2018-03-04,17,False
2018-03-11,15,False
2018-03-18,13,False
2018-03-25,13,False
2018-04-01,9,False
2018-04-08,8,False
2018-04-15,7,False
2018-04-22,6,False
2018-04-29,9,False
2018-05-06,15,False
2018-05-13,9,False
2018-05-20,6,False
2018-05-27,10,False
2018-06-03,15,False
2018-06-10,9,False
2018-06-17,10,False
2018-06-24,12,False
2018-07-01,8,False
2018-07-08,10,False
2018-07-15,7,False
2018-07-22,9,False
2018-07-29,5,False
2018-08-05,10,False
2018-08-12,7,False
2018-08-19,6,False
2018-08-26,10,False
2018-09-02,9,False
2018-09-09,12,False
2018-09-16,9,False
2018-09-23,11,False
2018-09-30,10,False
2018-10-07,11,False
2018-10-14,15,False
2018-10-21,37,False
2018-10-28,90,False
2018-11-04,12,False
2018-11-11,11,False
2018-11-18,10,False
2018-11-25,13,False
2018-12-02,17,False
2018-12-09,15,False
2018-12-16,16,False
2018-12-23,19,False
2018-12-30,16,False
2019-01-06,10,False
2019-01-13,8,False
2019-01-20,12,False
2019-01-27,10,False
2019-02-03,12,False
2019-02-10,9,False
2019-02-17,11,False
2019-02-24,9,False
2019-03-03,12,False
2019-03-10,14,False
2019-03-17,9,False
2019-03-24,15,False
2019-03-31,8,False
2019-04-07,10,False
2019-04-14,9,False
2019-04-21,9,False
2019-04-28,8,False
2019-05-05,7,False
2019-05-12,14,False
2019-05-19,11,False
2019-05-26,8,False
2019-06-02,8,False
2019-06-09,8,False
2019-06-16,12,False
2019-06-23,7,False
2019-06-30,6,False
2019-07-07,7,False
2019-07-14,7,False
2019-07-21,9,False
2019-07-28,6,False
2019-08-04,6,False
2019-08-11,10,False
2019-08-18,8,False
2019-08-25,11,False
2019-09-01,9,False
2019-09-08,11,False
2019-09-15,10,False
2019-09-22,14,False
2019-09-29,10,False
2019-10-06,11,False
2019-10-13,15,False
2019-10-20,27,False
2019-10-27,100,False
2019-11-03,10,False
2019-11-10,16,False
2019-11-17,15,False
2019-11-24,11,False
2019-12-01,12,False
2019-12-08,11,False
2019-12-15,12,False
2019-12-22,20,False
2019-12-29,14,False
2020-01-05,9,False
2020-01-12,9,False
2020-01-19,11,False
2020-01-26,10,False
2020-02-02,8,False
2020-02-09,13,False
2020-02-16,17,False
2020-02-23,8,False
2020-03-01,15,False
2020-03-08,9,False
2020-03-15,8,False
2020-03-22,11,False
2020-03-29,8,False
2020-04-05,10,False
2020-04-12,16,True
