date,Maquillage,isPartial
2018-01-07,6,False
2018-01-14,8,False
2018-01-21,12,False
2018-01-28,10,False
2018-02-04,12,False
2018-02-11,11,False
2018-02-18,10,False
2018-02-25,10,False
2018-03-04,13,False
2018-03-11,8,False
2018-03-18,10,False
2018-03-25,10,False
2018-04-01,4,False
2018-04-08,9,False
2018-04-15,9,False
2018-04-22,10,False
2018-04-29,11,False
2018-05-06,6,False
2018-05-13,10,False
2018-05-20,10,False
2018-05-27,8,False
2018-06-03,7,False
2018-06-10,9,False
2018-06-17,7,False
2018-06-24,8,False
2018-07-01,8,False
2018-07-08,11,False
2018-07-15,9,False
2018-07-22,12,False
2018-07-29,7,False
2018-08-05,11,False
2018-08-12,7,False
2018-08-19,6,False
2018-08-26,11,False
2018-09-02,4,False
2018-09-09,7,False
2018-09-16,8,False
2018-09-23,5,False
2018-09-30,15,False
2018-10-07,10,False
2018-10-14,11,False
2018-10-21,31,False
2018-10-28,100,False
2018-11-04,8,False
2018-11-11,12,False
2018-11-18,13,False
2018-11-25,11,False
2018-12-02,12,False
2018-12-09,12,False
2018-12-16,17,False
2018-12-23,13,False
2018-12-30,14,False
2019-01-06,7,False
2019-01-13,14,False
2019-01-20,9,False
2019-01-27,10,False
2019-02-03,9,False
2019-02-10,11,False
2019-02-17,14,False
2019-02-24,10,False
2019-03-03,12,False
2019-03-10,9,False
2019-03-17,11,False
2019-03-24,11,False
2019-03-31,10,False
2019-04-07,8,False
2019-04-14,11,False
2019-04-21,6,False
2019-04-28,9,False
2019-05-05,11,False
2019-05-12,7,False
2019-05-19,10,False
2019-05-26,7,False
2019-06-02,9,False
2019-06-09,11,False
2019-06-16,6,False
2019-06-23,8,False
2019-06-30,6,False
2019-07-07,7,False
2019-07-14,8,False
2019-07-21,10,False
2019-07-28,9,False
2019-08-04,6,False
2019-08-11,6,False
2019-08-18,7,False
2019-08-25,8,False
2019-09-01,6,False
2019-09-08,5,False
2019-09-15,7,False
2019-09-22,10,False
2019-09-29,13,False
2019-10-06,12,False
2019-10-13,21,False
2019-10-20,31,False
2019-10-27,91,False
2019-11-03,12,False
2019-11-10,12,False
2019-11-17,13,False
2019-11-24,8,False
2019-12-01,14,False
2019-12-08,15,False
2019-12-15,17,False
2019-12-22,15,False
2019-12-29,20,False
2020-01-05,6,False
2020-01-12,8,False
2020-01-19,7,False
2020-01-26,5,False
2020-02-02,10,False
2020-02-09,6,False
2020-02-16,11,False
2020-02-23,8,False
2020-03-01,7,False
2020-03-08,9,False
2020-03-15,7,False
2020-03-22,11,False
2020-03-29,11,False
2020-04-05,7,False
2020-04-12,13,True
