date,Maquillage,isPartial
2018-01-07,9,False
2018-01-14,13,False
2018-01-21,12,False
2018-01-28,14,False
2018-02-04,6,False
2018-02-11,16,False
2018-02-18,9,False
2018-02-25,17,False
2018-03-04,12,False
2018-03-11,14,False
2018-03-18,13,False
2018-03-25,6,False
2018-04-01,11,False
2018-04-08,18,False
2018-04-15,12,False
2018-04-22,14,False
2018-04-29,10,False
2018-05-06,13,False
2018-05-13,6,False
2018-05-20,11,False
2018-05-27,17,False
2018-06-03,14,False
2018-06-10,15,False
2018-06-17,8,False
2018-06-24,14,False
2018-07-01,9,False
2018-07-08,15,False
2018-07-15,7,False
2018-07-22,13,False
2018-07-29,9,False
2018-08-05,3,False
2018-08-12,7,False
2018-08-19,13,False
2018-08-26,8,False
2018-09-02,12,False
2018-09-09,15,False
2018-09-16,7,False
2018-09-23,24,False
2018-09-30,10,False
2018-10-07,13,False
2018-10-14,19,False
2018-10-21,32,False
2018-10-28,80,False
2018-11-04,14,False
2018-11-11,9,False
2018-11-18,12,False
2018-11-25,19,False
2018-12-02,14,False
2018-12-09,12,False
2018-12-16,15,False
2018-12-23,18,False
2018-12-30,18,False
2019-01-06,10,False
2019-01-13,10,False
2019-01-20,10,False
2019-01-27,12,False
2019-02-03,14,False
2019-02-10,16,False
2019-02-17,9,False
2019-02-24,38,False
2019-03-03,12,False
2019-03-10,12,False
2019-03-17,18,False
2019-03-24,10,False
2019-03-31,8,False
2019-04-07,11,False
2019-04-14,13,False
2019-04-21,14,False
2019-04-28,6,False
2019-05-05,10,False
2019-05-12,7,False
2019-05-19,7,False
2019-05-26,9,False
2019-06-02,11,False
2019-06-09,14,False
2019-06-16,11,False
2019-06-23,7,False
2019-06-30,11,False
2019-07-07,9,False
2019-07-14,8,False
2019-07-21,13,False
2019-07-28,9,False
2019-08-04,5,False
2019-08-11,17,False
2019-08-18,7,False
2019-08-25,9,False
2019-09-01,12,False
2019-09-08,11,False
2019-09-15,14,False
2019-09-22,13,False
2019-09-29,14,False
2019-10-06,15,False
2019-10-13,18,False
2019-10-20,36,False
2019-10-27,100,False
2019-11-03,21,False
2019-11-10,12,False
2019-11-17,19,False
2019-11-24,17,False
2019-12-01,17,False
2019-12-08,15,False
2019-12-15,15,False
2019-12-22,11,False
2019-12-29,14,False
2020-01-05,5,False
2020-01-12,16,False
2020-01-19,17,False
2020-01-26,15,False
2020-02-02,12,False
2020-02-09,15,False
2020-02-16,12,False
2020-02-23,10,False
2020-03-01,17,False
2020-03-08,14,False
2020-03-15,7,False
2020-03-22,5,False
2020-03-29,16,False
2020-04-05,13,False
2020-04-12,17,True
