date,Maquillage,isPartial
2018-01-07,7,False
2018-01-14,7,False
2018-01-21,9,False
2018-01-28,14,False
2018-02-04,9,False
2018-02-11,13,False
2018-02-18,12,False
2018-02-25,12,False
2018-03-04,10,False
2018-03-11,9,False
2018-03-18,10,False
2018-03-25,8,False
2018-04-01,11,False
2018-04-08,9,False
2018-04-15,12,False
2018-04-22,7,False
2018-04-29,10,False
2018-05-06,12,False
2018-05-13,9,False
2018-05-20,8,False
2018-05-27,12,False
2018-06-03,10,False
2018-06-10,12,False
2018-06-17,10,False
2018-06-24,9,False
2018-07-01,10,False
2018-07-08,8,False
2018-07-15,14,False
2018-07-22,9,False
2018-07-29,7,False
2018-08-05,9,False
2018-08-12,7,False
2018-08-19,9,False
2018-08-26,9,False
2018-09-02,9,False
2018-09-09,10,False
2018-09-16,12,False
2018-09-23,11,False
2018-09-30,11,False
2018-10-07,12,False
2018-10-14,20,False
2018-10-21,33,False
2018-10-28,100,False
2018-11-04,11,False
2018-11-11,12,False
2018-11-18,12,False
2018-11-25,12,False
2018-12-02,14,False
2018-12-09,18,False
2018-12-16,14,False
2018-12-23,14,False
2018-12-30,13,False
2019-01-06,9,False
2019-01-13,11,False
2019-01-20,10,False
2019-01-27,9,False
2019-02-03,8,False
2019-02-10,12,False
2019-02-17,11,False
2019-02-24,8,False
2019-03-03,13,False
2019-03-10,13,False
2019-03-17,11,False
2019-03-24,10,False
2019-03-31,12,False
2019-04-07,10,False
2019-04-14,14,False
2019-04-21,9,False
2019-04-28,7,False
2019-05-05,9,False
2019-05-12,8,False
2019-05-19,7,False
2019-05-26,8,False
2019-06-02,7,False
2019-06-09,9,False
2019-06-16,9,False
2019-06-23,9,False
2019-06-30,8,False
2019-07-07,9,False
2019-07-14,6,False
2019-07-21,8,False
2019-07-28,9,False
2019-08-04,9,False
2019-08-11,9,False
2019-08-18,10,False
2019-08-25,7,False
2019-09-01,7,False
2019-09-08,8,False
2019-09-15,10,False
2019-09-22,10,False
2019-09-29,10,False
2019-10-06,11,False
2019-10-13,17,False
2019-10-20,32,False
2019-10-27,99,False
2019-11-03,13,False
2019-11-10,13,False
2019-11-17,12,False
2019-11-24,12,False
2019-12-01,12,False
2019-12-08,17,False
2019-12-15,16,False
2019-12-22,15,False
2019-12-29,15,False
2020-01-05,8,False
2020-01-12,8,False
2020-01-19,5,False
2020-01-26,7,False
2020-02-02,10,False
2020-02-09,10,False
2020-02-16,11,False
2020-02-23,13,False
2020-03-01,9,False
2020-03-08,6,False
2020-03-15,7,False
2020-03-22,10,False
2020-03-29,9,False
2020-04-05,13,False
2020-04-12,13,True
