date,Maquillage,isPartial
2018-01-07,9,False
2018-01-14,7,False
2018-01-21,10,False
2018-01-28,12,False
2018-02-04,11,False
2018-02-11,11,False
2018-02-18,14,False
2018-02-25,13,False
2018-03-04,12,False
2018-03-11,16,False
2018-03-18,12,False
2018-03-25,14,False
2018-04-01,13,False
2018-04-08,12,False
2018-04-15,12,False
2018-04-22,8,False
2018-04-29,15,False
2018-05-06,14,False
2018-05-13,14,False
2018-05-20,10,False
2018-05-27,13,False
2018-06-03,11,False
2018-06-10,10,False
2018-06-17,12,False
2018-06-24,10,False
2018-07-01,7,False
2018-07-08,12,False
2018-07-15,5,False
2018-07-22,5,False
2018-07-29,8,False
2018-08-05,12,False
2018-08-12,9,False
2018-08-19,12,False
2018-08-26,11,False
2018-09-02,8,False
2018-09-09,8,False
2018-09-16,11,False
2018-09-23,10,False
2018-09-30,10,False
2018-10-07,16,False
2018-10-14,19,False
2018-10-21,39,False
2018-10-28,97,False
2018-11-04,15,False
2018-11-11,16,False
2018-11-18,15,False
2018-11-25,13,False
2018-12-02,16,False
2018-12-09,18,False
2018-12-16,20,False
2018-12-23,19,False
2018-12-30,16,False
2019-01-06,9,False
2019-01-13,14,False
2019-01-20,11,False
2019-01-27,10,False
2019-02-03,10,False
2019-02-10,12,False
2019-02-17,13,False
2019-02-24,11,False
2019-03-03,14,False
2019-03-10,17,False
2019-03-17,16,False
2019-03-24,12,False
2019-03-31,14,False
2019-04-07,10,False
2019-04-14,10,False
2019-04-21,8,False
2019-04-28,6,False
2019-05-05,13,False
2019-05-12,11,False
2019-05-19,10,False
2019-05-26,7,False
2019-06-02,7,False
2019-06-09,12,False
2019-06-16,12,False
2019-06-23,10,False
2019-06-30,9,False
2019-07-07,9,False
2019-07-14,10,False
2019-07-21,11,False
2019-07-28,8,False
2019-08-04,8,False
2019-08-11,9,False
2019-08-18,10,False
2019-08-25,11,False
2019-09-01,5,False
2019-09-08,6,False
2019-09-15,9,False
2019-09-22,13,False
2019-09-29,10,False
2019-10-06,18,False
2019-10-13,19,False
2019-10-20,34,False
2019-10-27,100,False
2019-11-03,16,False
2019-11-10,12,False
2019-11-17,14,False
2019-11-24,16,False
2019-12-01,16,False
2019-12-08,7,False
2019-12-15,19,False
2019-12-22,15,False
2019-12-29,17,False
2020-01-05,7,False
2020-01-12,12,False
2020-01-19,11,False
2020-01-26,9,False
2020-02-02,8,False
2020-02-09,10,False
2020-02-16,12,False
2020-02-23,16,False
2020-03-01,13,False
2020-03-08,7,False
2020-03-15,6,False
2020-03-22,10,False
2020-03-29,8,False
2020-04-05,10,False
2020-04-12,14,True
