date,chef domicile,isPartial
2018-01-07,34,False
2018-01-14,67,False
2018-01-21,33,False
2018-01-28,0,False
2018-02-04,51,False
2018-02-11,34,False
2018-02-18,51,False
2018-02-25,32,False
2018-03-04,33,False
2018-03-11,0,False
2018-03-18,34,False
2018-03-25,35,False
2018-04-01,0,False
2018-04-08,53,False
2018-04-15,39,False
2018-04-22,36,False
2018-04-29,71,False
2018-05-06,62,False
2018-05-13,35,False
2018-05-20,36,False
2018-05-27,71,False
2018-06-03,36,False
2018-06-10,34,False
2018-06-17,36,False
2018-06-24,0,False
2018-07-01,35,False
2018-07-08,37,False
2018-07-15,38,False
2018-07-22,0,False
2018-07-29,38,False
2018-08-05,39,False
2018-08-12,40,False
2018-08-19,38,False
2018-08-26,36,False
2018-09-02,36,False
2018-09-09,36,False
2018-09-16,36,False
2018-09-23,36,False
2018-09-30,36,False
2018-10-07,0,False
2018-10-14,37,False
2018-10-21,37,False
2018-10-28,0,False
2018-11-04,35,False
2018-11-11,35,False
2018-11-18,35,False
2018-11-25,47,False
2018-12-02,69,False
2018-12-09,36,False
2018-12-16,36,False
2018-12-23,0,False
2018-12-30,72,False
2019-01-06,67,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,32,False
2019-02-03,67,False
2019-02-10,34,False
2019-02-17,71,False
2019-02-24,35,False
2019-03-03,44,False
2019-03-10,33,False
2019-03-17,71,False
2019-03-24,100,False
2019-03-31,0,False
2019-04-07,65,False
2019-04-14,34,False
2019-04-21,34,False
2019-04-28,32,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,33,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,31,False
2019-06-16,33,False
2019-06-23,0,False
2019-06-30,33,False
2019-07-07,32,False
2019-07-14,33,False
2019-07-21,34,False
2019-07-28,0,False
2019-08-04,35,False
2019-08-11,37,False
2019-08-18,37,False
2019-08-25,35,False
2019-09-01,31,False
2019-09-08,48,False
2019-09-15,31,False
2019-09-22,0,False
2019-09-29,32,False
2019-10-06,32,False
2019-10-13,32,False
2019-10-20,48,False
2019-10-27,31,False
2019-11-03,40,False
2019-11-10,45,False
2019-11-17,45,False
2019-11-24,29,False
2019-12-01,44,False
2019-12-08,29,False
2019-12-15,74,False
2019-12-22,54,False
2019-12-29,47,False
2020-01-05,29,False
2020-01-12,38,False
2020-01-19,68,False
2020-01-26,56,False
2020-02-02,28,False
2020-02-09,28,False
2020-02-16,28,False
2020-02-23,27,False
2020-03-01,56,False
2020-03-08,55,False
2020-03-15,0,False
2020-03-22,25,False
2020-03-29,26,False
2020-04-05,26,False
2020-04-12,26,False
2020-04-19,53,False
2020-04-26,33,False
2020-05-03,25,False
2020-05-10,51,False
2020-05-17,0,True
