date,Gebäudereinigung,isPartial
2018-01-07,58,False
2018-01-14,0,False
2018-01-21,31,False
2018-01-28,21,False
2018-02-04,33,False
2018-02-11,43,False
2018-02-18,21,False
2018-02-25,32,False
2018-03-04,42,False
2018-03-11,42,False
2018-03-18,32,False
2018-03-25,0,False
2018-04-01,21,False
2018-04-08,0,False
2018-04-15,46,False
2018-04-22,54,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,43,False
2018-05-20,33,False
2018-05-27,42,False
2018-06-03,22,False
2018-06-10,40,False
2018-06-17,30,False
2018-06-24,31,False
2018-07-01,19,False
2018-07-08,17,False
2018-07-15,0,False
2018-07-22,32,False
2018-07-29,40,False
2018-08-05,16,False
2018-08-12,31,False
2018-08-19,27,False
2018-08-26,0,False
2018-09-02,41,False
2018-09-09,51,False
2018-09-16,31,False
2018-09-23,0,False
2018-09-30,21,False
2018-10-07,22,False
2018-10-14,21,False
2018-10-21,41,False
2018-10-28,51,False
2018-11-04,40,False
2018-11-11,21,False
2018-11-18,60,False
2018-11-25,21,False
2018-12-02,41,False
2018-12-09,52,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,19,False
2019-01-06,39,False
2019-01-13,19,False
2019-01-20,19,False
2019-01-27,39,False
2019-02-03,30,False
2019-02-10,31,False
2019-02-17,20,False
2019-02-24,20,False
2019-03-03,29,False
2019-03-10,48,False
2019-03-17,30,False
2019-03-24,30,False
2019-03-31,42,False
2019-04-07,100,False
2019-04-14,21,False
2019-04-21,40,False
2019-04-28,38,False
2019-05-05,20,False
2019-05-12,39,False
2019-05-19,29,False
2019-05-26,19,False
2019-06-02,19,False
2019-06-09,0,False
2019-06-16,19,False
2019-06-23,38,False
2019-06-30,27,False
2019-07-07,18,False
2019-07-14,18,False
2019-07-21,19,False
2019-07-28,27,False
2019-08-04,18,False
2019-08-11,17,False
2019-08-18,18,False
2019-08-25,45,False
2019-09-01,35,False
2019-09-08,18,False
2019-09-15,36,False
2019-09-22,37,False
2019-09-29,18,False
2019-10-06,18,False
2019-10-13,25,False
2019-10-20,26,False
2019-10-27,35,False
2019-11-03,25,False
2019-11-10,52,False
2019-11-17,17,False
2019-11-24,35,False
2019-12-01,27,False
2019-12-08,36,False
2019-12-15,18,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,49,False
2020-01-12,40,False
2020-01-19,33,False
2020-01-26,16,False
2020-02-02,49,False
2020-02-09,51,False
2020-02-16,17,False
2020-02-23,0,False
2020-03-01,16,False
2020-03-08,15,False
2020-03-15,38,False
2020-03-22,15,False
2020-03-29,36,False
2020-04-05,17,False
2020-04-12,16,False
2020-04-19,23,False
2020-04-26,61,False
2020-05-03,47,False
2020-05-10,31,False
