date,Gebäudereinigung,isPartial
2018-01-07,30,False
2018-01-14,29,False
2018-01-21,59,False
2018-01-28,29,False
2018-02-04,31,False
2018-02-11,31,False
2018-02-18,50,False
2018-02-25,30,False
2018-03-04,60,False
2018-03-11,31,False
2018-03-18,31,False
2018-03-25,33,False
2018-04-01,33,False
2018-04-08,32,False
2018-04-15,33,False
2018-04-22,31,False
2018-04-29,32,False
2018-05-06,65,False
2018-05-13,31,False
2018-05-20,31,False
2018-05-27,31,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,31,False
2018-06-24,32,False
2018-07-01,32,False
2018-07-08,31,False
2018-07-15,32,False
2018-07-22,48,False
2018-07-29,61,False
2018-08-05,31,False
2018-08-12,62,False
2018-08-19,31,False
2018-08-26,31,False
2018-09-02,95,False
2018-09-09,0,False
2018-09-16,62,False
2018-09-23,47,False
2018-09-30,50,False
2018-10-07,0,False
2018-10-14,31,False
2018-10-21,51,False
2018-10-28,60,False
2018-11-04,44,False
2018-11-11,45,False
2018-11-18,29,False
2018-11-25,30,False
2018-12-02,30,False
2018-12-09,40,False
2018-12-16,31,False
2018-12-23,33,False
2018-12-30,46,False
2019-01-06,28,False
2019-01-13,42,False
2019-01-20,28,False
2019-01-27,56,False
2019-02-03,38,False
2019-02-10,44,False
2019-02-17,44,False
2019-02-24,31,False
2019-03-03,72,False
2019-03-10,48,False
2019-03-17,45,False
2019-03-24,45,False
2019-03-31,44,False
2019-04-07,58,False
2019-04-14,31,False
2019-04-21,30,False
2019-04-28,29,False
2019-05-05,55,False
2019-05-12,59,False
2019-05-19,43,False
2019-05-26,39,False
2019-06-02,72,False
2019-06-09,58,False
2019-06-16,30,False
2019-06-23,30,False
2019-06-30,30,False
2019-07-07,30,False
2019-07-14,91,False
2019-07-21,47,False
2019-07-28,32,False
2019-08-04,30,False
2019-08-11,100,False
2019-08-18,59,False
2019-08-25,29,False
2019-09-01,57,False
2019-09-08,0,False
2019-09-15,45,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,43,False
2019-10-13,28,False
2019-10-20,55,False
2019-10-27,27,False
2019-11-03,44,False
2019-11-10,26,False
2019-11-17,61,False
2019-11-24,26,False
2019-12-01,27,False
2019-12-08,52,False
2019-12-15,36,False
2019-12-22,44,False
2019-12-29,28,False
2020-01-05,34,False
2020-01-12,25,False
2020-01-19,68,False
2020-01-26,41,False
2020-02-02,37,False
2020-02-09,49,False
2020-02-16,91,False
2020-02-23,49,False
2020-03-01,36,False
2020-03-08,80,False
2020-03-15,22,False
2020-03-22,65,False
2020-03-29,32,False
2020-04-05,55,False
2020-04-12,92,False
2020-04-19,68,False
2020-04-26,64,False
2020-05-03,30,False
2020-05-10,56,False
