date,torte per compleanno,isPartial
2018-01-07,29,False
2018-01-14,48,False
2018-01-21,37,False
2018-01-28,38,False
2018-02-04,37,False
2018-02-11,35,False
2018-02-18,59,False
2018-02-25,50,False
2018-03-04,42,False
2018-03-11,33,False
2018-03-18,26,False
2018-03-25,27,False
2018-04-01,66,False
2018-04-08,34,False
2018-04-15,26,False
2018-04-22,46,False
2018-04-29,79,False
2018-05-06,50,False
2018-05-13,17,False
2018-05-20,34,False
2018-05-27,44,False
2018-06-03,63,False
2018-06-10,100,False
2018-06-17,25,False
2018-06-24,35,False
2018-07-01,17,False
2018-07-08,62,False
2018-07-15,36,False
2018-07-22,54,False
2018-07-29,46,False
2018-08-05,77,False
2018-08-12,46,False
2018-08-19,0,False
2018-08-26,40,False
2018-09-02,43,False
2018-09-09,34,False
2018-09-16,24,False
2018-09-23,34,False
2018-09-30,0,False
2018-10-07,51,False
2018-10-14,34,False
2018-10-21,42,False
2018-10-28,33,False
2018-11-04,0,False
2018-11-11,50,False
2018-11-18,33,False
2018-11-25,34,False
2018-12-02,16,False
2018-12-09,17,False
2018-12-16,0,False
2018-12-23,34,False
2018-12-30,59,False
2019-01-06,19,False
2019-01-13,46,False
2019-01-20,17,False
2019-01-27,64,False
2019-02-03,55,False
2019-02-10,55,False
2019-02-17,0,False
2019-02-24,41,False
2019-03-03,0,False
2019-03-10,29,False
2019-03-17,19,False
2019-03-24,38,False
2019-03-31,19,False
2019-04-07,35,False
2019-04-14,18,False
2019-04-21,32,False
2019-04-28,36,False
2019-05-05,33,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,35,False
2019-06-02,18,False
2019-06-09,18,False
2019-06-16,20,False
2019-06-23,19,False
2019-06-30,20,False
2019-07-07,55,False
2019-07-14,60,False
2019-07-21,0,False
2019-07-28,63,False
2019-08-04,22,False
2019-08-11,24,False
2019-08-18,23,False
2019-08-25,20,False
2019-09-01,35,False
2019-09-08,46,False
2019-09-15,44,False
2019-09-22,53,False
2019-09-29,44,False
2019-10-06,27,False
2019-10-13,18,False
2019-10-20,35,False
2019-10-27,98,False
2019-11-03,26,False
2019-11-10,18,False
2019-11-17,35,False
2019-11-24,18,False
2019-12-01,36,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,42,False
2020-01-05,36,False
2020-01-12,50,False
2020-01-19,51,False
2020-01-26,17,False
2020-02-02,25,False
2020-02-09,17,False
2020-02-16,0,False
2020-02-23,16,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,40,False
2020-03-22,38,False
2020-03-29,15,False
2020-04-05,24,False
2020-04-12,41,False
2020-04-19,46,False
2020-04-26,54,True
