date,torte per compleanno,isPartial
2018-01-07,31,False
2018-01-14,21,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,30,False
2018-02-11,30,False
2018-02-18,39,False
2018-02-25,0,False
2018-03-04,40,False
2018-03-11,31,False
2018-03-18,20,False
2018-03-25,22,False
2018-04-01,23,False
2018-04-08,21,False
2018-04-15,63,False
2018-04-22,22,False
2018-04-29,0,False
2018-05-06,21,False
2018-05-13,42,False
2018-05-20,0,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,20,False
2018-06-17,30,False
2018-06-24,62,False
2018-07-01,21,False
2018-07-08,0,False
2018-07-15,21,False
2018-07-22,19,False
2018-07-29,18,False
2018-08-05,18,False
2018-08-12,15,False
2018-08-19,15,False
2018-08-26,26,False
2018-09-02,31,False
2018-09-09,22,False
2018-09-16,33,False
2018-09-23,21,False
2018-09-30,62,False
2018-10-07,23,False
2018-10-14,22,False
2018-10-21,0,False
2018-10-28,21,False
2018-11-04,21,False
2018-11-11,0,False
2018-11-18,22,False
2018-11-25,42,False
2018-12-02,34,False
2018-12-09,44,False
2018-12-16,23,False
2018-12-23,48,False
2018-12-30,22,False
2019-01-06,43,False
2019-01-13,22,False
2019-01-20,100,False
2019-01-27,72,False
2019-02-03,21,False
2019-02-10,0,False
2019-02-17,21,False
2019-02-24,21,False
2019-03-03,0,False
2019-03-10,21,False
2019-03-17,0,False
2019-03-24,43,False
2019-03-31,43,False
2019-04-07,22,False
2019-04-14,0,False
2019-04-21,22,False
2019-04-28,22,False
2019-05-05,0,False
2019-05-12,64,False
2019-05-19,21,False
2019-05-26,0,False
2019-06-02,44,False
2019-06-09,0,False
2019-06-16,33,False
2019-06-23,0,False
2019-06-30,33,False
2019-07-07,21,False
2019-07-14,41,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,36,False
2019-08-11,18,False
2019-08-18,51,False
2019-08-25,17,False
2019-09-01,19,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,22,False
2019-10-06,0,False
2019-10-13,23,False
2019-10-20,44,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,0,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,22,False
2019-12-22,0,False
2019-12-29,22,False
2020-01-05,42,False
2020-01-12,69,False
2020-01-19,20,False
2020-01-26,39,False
2020-02-02,19,False
2020-02-09,82,False
2020-02-16,60,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,34,False
2020-03-15,16,False
2020-03-22,15,False
2020-03-29,31,False
2020-04-05,49,False
2020-04-12,0,False
2020-04-19,16,False
2020-04-26,28,True
