date,torte per compleanno,isPartial
2018-01-07,46,False
2018-01-14,46,False
2018-01-21,23,False
2018-01-28,68,False
2018-02-04,44,False
2018-02-11,46,False
2018-02-18,35,False
2018-02-25,35,False
2018-03-04,71,False
2018-03-11,49,False
2018-03-18,36,False
2018-03-25,26,False
2018-04-01,27,False
2018-04-08,73,False
2018-04-15,24,False
2018-04-22,64,False
2018-04-29,86,False
2018-05-06,25,False
2018-05-13,24,False
2018-05-20,37,False
2018-05-27,50,False
2018-06-03,26,False
2018-06-10,34,False
2018-06-17,23,False
2018-06-24,24,False
2018-07-01,48,False
2018-07-08,61,False
2018-07-15,37,False
2018-07-22,36,False
2018-07-29,23,False
2018-08-05,23,False
2018-08-12,46,False
2018-08-19,43,False
2018-08-26,57,False
2018-09-02,23,False
2018-09-09,36,False
2018-09-16,56,False
2018-09-23,46,False
2018-09-30,35,False
2018-10-07,48,False
2018-10-14,48,False
2018-10-21,24,False
2018-10-28,47,False
2018-11-04,36,False
2018-11-11,50,False
2018-11-18,0,False
2018-11-25,24,False
2018-12-02,53,False
2018-12-09,51,False
2018-12-16,26,False
2018-12-23,55,False
2018-12-30,24,False
2019-01-06,24,False
2019-01-13,70,False
2019-01-20,0,False
2019-01-27,45,False
2019-02-03,100,False
2019-02-10,67,False
2019-02-17,46,False
2019-02-24,34,False
2019-03-03,48,False
2019-03-10,46,False
2019-03-17,47,False
2019-03-24,47,False
2019-03-31,22,False
2019-04-07,47,False
2019-04-14,0,False
2019-04-21,25,False
2019-04-28,23,False
2019-05-05,23,False
2019-05-12,23,False
2019-05-19,34,False
2019-05-26,21,False
2019-06-02,35,False
2019-06-09,24,False
2019-06-16,49,False
2019-06-23,24,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,23,False
2019-07-21,0,False
2019-07-28,24,False
2019-08-04,23,False
2019-08-11,36,False
2019-08-18,33,False
2019-08-25,42,False
2019-09-01,52,False
2019-09-08,33,False
2019-09-15,33,False
2019-09-22,33,False
2019-09-29,0,False
2019-10-06,22,False
2019-10-13,35,False
2019-10-20,43,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,22,False
2019-11-17,34,False
2019-11-24,34,False
2019-12-01,46,False
2019-12-08,47,False
2019-12-15,47,False
2019-12-22,26,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,44,False
2020-01-26,22,False
2020-02-02,42,False
2020-02-09,0,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,82,False
2020-03-08,19,False
2020-03-15,55,False
2020-03-22,17,False
2020-03-29,54,False
2020-04-05,19,False
2020-04-12,38,False
2020-04-19,70,False
2020-04-26,0,True
