date,disco,isPartial
2018-01-07,43,False
2018-01-14,18,False
2018-01-21,18,False
2018-01-28,34,False
2018-02-04,50,False
2018-02-11,17,False
2018-02-18,40,False
2018-02-25,31,False
2018-03-04,49,False
2018-03-11,33,False
2018-03-18,25,False
2018-03-25,87,False
2018-04-01,53,False
2018-04-08,18,False
2018-04-15,26,False
2018-04-22,36,False
2018-04-29,0,False
2018-05-06,58,False
2018-05-13,43,False
2018-05-20,17,False
2018-05-27,27,False
2018-06-03,54,False
2018-06-10,33,False
2018-06-17,33,False
2018-06-24,50,False
2018-07-01,42,False
2018-07-08,17,False
2018-07-15,17,False
2018-07-22,16,False
2018-07-29,31,False
2018-08-05,39,False
2018-08-12,51,False
2018-08-19,38,False
2018-08-26,40,False
2018-09-02,42,False
2018-09-09,44,False
2018-09-16,67,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,18,False
2018-10-14,17,False
2018-10-21,35,False
2018-10-28,43,False
2018-11-04,50,False
2018-11-11,18,False
2018-11-18,17,False
2018-11-25,51,False
2018-12-02,35,False
2018-12-09,42,False
2018-12-16,18,False
2018-12-23,35,False
2018-12-30,24,False
2019-01-06,31,False
2019-01-13,32,False
2019-01-20,31,False
2019-01-27,40,False
2019-02-03,48,False
2019-02-10,32,False
2019-02-17,25,False
2019-02-24,81,False
2019-03-03,18,False
2019-03-10,25,False
2019-03-17,35,False
2019-03-24,25,False
2019-03-31,17,False
2019-04-07,33,False
2019-04-14,17,False
2019-04-21,17,False
2019-04-28,33,False
2019-05-05,51,False
2019-05-12,32,False
2019-05-19,48,False
2019-05-26,63,False
2019-06-02,59,False
2019-06-09,53,False
2019-06-16,35,False
2019-06-23,43,False
2019-06-30,44,False
2019-07-07,17,False
2019-07-14,34,False
2019-07-21,34,False
2019-07-28,33,False
2019-08-04,71,False
2019-08-11,51,False
2019-08-18,42,False
2019-08-25,42,False
2019-09-01,22,False
2019-09-08,24,False
2019-09-15,54,False
2019-09-22,39,False
2019-09-29,70,False
2019-10-06,16,False
2019-10-13,32,False
2019-10-20,39,False
2019-10-27,46,False
2019-11-03,29,False
2019-11-10,31,False
2019-11-17,47,False
2019-11-24,0,False
2019-12-01,16,False
2019-12-08,48,False
2019-12-15,16,False
2019-12-22,46,False
2019-12-29,51,False
2020-01-05,15,False
2020-01-12,35,False
2020-01-19,44,False
2020-01-26,64,False
2020-02-02,41,False
2020-02-09,29,False
2020-02-16,100,False
2020-02-23,48,False
2020-03-01,20,False
2020-03-08,25,False
2020-03-15,24,False
2020-03-22,16,False
2020-03-29,51,False
2020-04-05,12,False
2020-04-12,25,False
2020-04-19,28,False
2020-04-26,62,True
