date,disco,isPartial
2018-01-07,48,False
2018-01-14,48,False
2018-01-21,24,False
2018-01-28,72,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,22,False
2018-02-25,43,False
2018-03-04,23,False
2018-03-11,46,False
2018-03-18,45,False
2018-03-25,75,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,25,False
2018-04-22,61,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,62,False
2018-05-20,48,False
2018-05-27,25,False
2018-06-03,50,False
2018-06-10,72,False
2018-06-17,59,False
2018-06-24,49,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,47,False
2018-07-22,23,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,18,False
2018-08-19,20,False
2018-08-26,32,False
2018-09-02,23,False
2018-09-09,24,False
2018-09-16,0,False
2018-09-23,37,False
2018-09-30,61,False
2018-10-07,25,False
2018-10-14,52,False
2018-10-21,0,False
2018-10-28,47,False
2018-11-04,60,False
2018-11-11,37,False
2018-11-18,47,False
2018-11-25,23,False
2018-12-02,100,False
2018-12-09,71,False
2018-12-16,51,False
2018-12-23,40,False
2018-12-30,23,False
2019-01-06,23,False
2019-01-13,23,False
2019-01-20,22,False
2019-01-27,22,False
2019-02-03,0,False
2019-02-10,66,False
2019-02-17,45,False
2019-02-24,24,False
2019-03-03,37,False
2019-03-10,48,False
2019-03-17,36,False
2019-03-24,48,False
2019-03-31,0,False
2019-04-07,36,False
2019-04-14,25,False
2019-04-21,25,False
2019-04-28,71,False
2019-05-05,24,False
2019-05-12,34,False
2019-05-19,23,False
2019-05-26,0,False
2019-06-02,37,False
2019-06-09,0,False
2019-06-16,63,False
2019-06-23,51,False
2019-06-30,38,False
2019-07-07,23,False
2019-07-14,25,False
2019-07-21,25,False
2019-07-28,24,False
2019-08-04,57,False
2019-08-11,44,False
2019-08-18,31,False
2019-08-25,20,False
2019-09-01,22,False
2019-09-08,35,False
2019-09-15,45,False
2019-09-22,34,False
2019-09-29,23,False
2019-10-06,35,False
2019-10-13,57,False
2019-10-20,44,False
2019-10-27,44,False
2019-11-03,71,False
2019-11-10,32,False
2019-11-17,21,False
2019-11-24,32,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,44,False
2019-12-22,0,False
2019-12-29,33,False
2020-01-05,32,False
2020-01-12,20,False
2020-01-19,51,False
2020-01-26,0,False
2020-02-02,58,False
2020-02-09,20,False
2020-02-16,41,False
2020-02-23,19,False
2020-03-01,19,False
2020-03-08,34,False
2020-03-15,17,False
2020-03-22,22,False
2020-03-29,31,False
2020-04-05,17,False
2020-04-12,0,False
2020-04-19,24,False
2020-04-26,58,True
