date,techno,isPartial
2018-01-07,21,False
2018-01-14,40,False
2018-01-21,20,False
2018-01-28,10,False
2018-02-04,39,False
2018-02-11,10,False
2018-02-18,39,False
2018-02-25,28,False
2018-03-04,19,False
2018-03-11,29,False
2018-03-18,40,False
2018-03-25,20,False
2018-04-01,42,False
2018-04-08,29,False
2018-04-15,20,False
2018-04-22,10,False
2018-04-29,20,False
2018-05-06,9,False
2018-05-13,40,False
2018-05-20,10,False
2018-05-27,20,False
2018-06-03,0,False
2018-06-10,38,False
2018-06-17,39,False
2018-06-24,20,False
2018-07-01,47,False
2018-07-08,47,False
2018-07-15,39,False
2018-07-22,19,False
2018-07-29,20,False
2018-08-05,20,False
2018-08-12,52,False
2018-08-19,10,False
2018-08-26,29,False
2018-09-02,10,False
2018-09-09,58,False
2018-09-16,28,False
2018-09-23,48,False
2018-09-30,20,False
2018-10-07,0,False
2018-10-14,30,False
2018-10-21,10,False
2018-10-28,29,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,30,False
2018-11-25,39,False
2018-12-02,50,False
2018-12-09,41,False
2018-12-16,32,False
2018-12-23,12,False
2018-12-30,56,False
2019-01-06,21,False
2019-01-13,20,False
2019-01-20,9,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,29,False
2019-02-17,10,False
2019-02-24,100,False
2019-03-03,0,False
2019-03-10,49,False
2019-03-17,10,False
2019-03-24,30,False
2019-03-31,20,False
2019-04-07,0,False
2019-04-14,40,False
2019-04-21,30,False
2019-04-28,28,False
2019-05-05,47,False
2019-05-12,19,False
2019-05-19,18,False
2019-05-26,0,False
2019-06-02,48,False
2019-06-09,29,False
2019-06-16,41,False
2019-06-23,40,False
2019-06-30,0,False
2019-07-07,47,False
2019-07-14,19,False
2019-07-21,39,False
2019-07-28,50,False
2019-08-04,41,False
2019-08-11,54,False
2019-08-18,20,False
2019-08-25,0,False
2019-09-01,27,False
2019-09-08,37,False
2019-09-15,0,False
2019-09-22,18,False
2019-09-29,27,False
2019-10-06,55,False
2019-10-13,18,False
2019-10-20,27,False
2019-10-27,26,False
2019-11-03,26,False
2019-11-10,80,False
2019-11-17,26,False
2019-11-24,35,False
2019-12-01,18,False
2019-12-08,55,False
2019-12-15,18,False
2019-12-22,22,False
2019-12-29,41,False
2020-01-05,55,False
2020-01-12,42,False
2020-01-19,45,False
2020-01-26,59,False
2020-02-02,0,False
2020-02-09,9,False
2020-02-16,9,False
2020-02-23,8,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,22,False
2020-04-05,31,False
2020-04-12,0,False
2020-04-19,29,False
2020-04-26,0,True
