date,techno,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,29,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,79,False
2018-03-04,28,False
2018-03-11,28,False
2018-03-18,28,False
2018-03-25,61,False
2018-04-01,62,False
2018-04-08,86,False
2018-04-15,30,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,43,False
2018-05-13,29,False
2018-05-20,58,False
2018-05-27,0,False
2018-06-03,29,False
2018-06-10,28,False
2018-06-17,58,False
2018-06-24,0,False
2018-07-01,29,False
2018-07-08,28,False
2018-07-15,29,False
2018-07-22,56,False
2018-07-29,58,False
2018-08-05,0,False
2018-08-12,42,False
2018-08-19,57,False
2018-08-26,40,False
2018-09-02,28,False
2018-09-09,29,False
2018-09-16,28,False
2018-09-23,29,False
2018-09-30,0,False
2018-10-07,60,False
2018-10-14,30,False
2018-10-21,60,False
2018-10-28,29,False
2018-11-04,0,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,29,False
2018-12-02,45,False
2018-12-09,42,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,60,False
2019-01-06,27,False
2019-01-13,27,False
2019-01-20,26,False
2019-01-27,77,False
2019-02-03,78,False
2019-02-10,26,False
2019-02-17,27,False
2019-02-24,53,False
2019-03-03,0,False
2019-03-10,27,False
2019-03-17,55,False
2019-03-24,0,False
2019-03-31,53,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,41,False
2019-04-28,26,False
2019-05-05,0,False
2019-05-12,25,False
2019-05-19,0,False
2019-05-26,36,False
2019-06-02,27,False
2019-06-09,54,False
2019-06-16,0,False
2019-06-23,53,False
2019-06-30,27,False
2019-07-07,25,False
2019-07-14,66,False
2019-07-21,0,False
2019-07-28,52,False
2019-08-04,26,False
2019-08-11,27,False
2019-08-18,50,False
2019-08-25,24,False
2019-09-01,24,False
2019-09-08,51,False
2019-09-15,25,False
2019-09-22,100,False
2019-09-29,49,False
2019-10-06,25,False
2019-10-13,50,False
2019-10-20,25,False
2019-10-27,37,False
2019-11-03,24,False
2019-11-10,0,False
2019-11-17,24,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,50,False
2019-12-15,0,False
2019-12-22,58,False
2019-12-29,56,False
2020-01-05,49,False
2020-01-12,23,False
2020-01-19,23,False
2020-01-26,23,False
2020-02-02,22,False
2020-02-09,24,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,21,False
2020-03-08,31,False
2020-03-15,51,False
2020-03-22,37,False
2020-03-29,29,False
2020-04-05,31,False
2020-04-12,20,False
2020-04-19,19,False
2020-04-26,33,True
