date,techno,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,45,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,66,False
2018-02-18,22,False
2018-02-25,0,False
2018-03-04,22,False
2018-03-11,22,False
2018-03-18,35,False
2018-03-25,23,False
2018-04-01,37,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,27,False
2018-04-29,25,False
2018-05-06,36,False
2018-05-13,0,False
2018-05-20,24,False
2018-05-27,93,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,49,False
2018-06-24,47,False
2018-07-01,22,False
2018-07-08,0,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,41,False
2018-08-05,29,False
2018-08-12,19,False
2018-08-19,56,False
2018-08-26,31,False
2018-09-02,22,False
2018-09-09,0,False
2018-09-16,23,False
2018-09-23,23,False
2018-09-30,23,False
2018-10-07,0,False
2018-10-14,25,False
2018-10-21,24,False
2018-10-28,60,False
2018-11-04,100,False
2018-11-11,25,False
2018-11-18,25,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,57,False
2019-01-06,20,False
2019-01-13,22,False
2019-01-20,32,False
2019-01-27,21,False
2019-02-03,21,False
2019-02-10,21,False
2019-02-17,53,False
2019-02-24,65,False
2019-03-03,43,False
2019-03-10,0,False
2019-03-17,23,False
2019-03-24,48,False
2019-03-31,24,False
2019-04-07,24,False
2019-04-14,36,False
2019-04-21,0,False
2019-04-28,24,False
2019-05-05,46,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,86,False
2019-06-02,35,False
2019-06-09,45,False
2019-06-16,43,False
2019-06-23,0,False
2019-06-30,32,False
2019-07-07,31,False
2019-07-14,30,False
2019-07-21,37,False
2019-07-28,18,False
2019-08-04,52,False
2019-08-11,32,False
2019-08-18,31,False
2019-08-25,17,False
2019-09-01,18,False
2019-09-08,20,False
2019-09-15,20,False
2019-09-22,20,False
2019-09-29,0,False
2019-10-06,62,False
2019-10-13,31,False
2019-10-20,43,False
2019-10-27,42,False
2019-11-03,21,False
2019-11-10,21,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,22,False
2019-12-08,43,False
2019-12-15,21,False
2019-12-22,21,False
2019-12-29,25,False
2020-01-05,26,False
2020-01-12,18,False
2020-01-19,0,False
2020-01-26,36,False
2020-02-02,18,False
2020-02-09,55,False
2020-02-16,18,False
2020-02-23,17,False
2020-03-01,17,False
2020-03-08,26,False
2020-03-15,18,False
2020-03-22,17,False
2020-03-29,35,False
2020-04-05,19,False
2020-04-12,19,False
2020-04-19,18,False
2020-04-26,31,True
