date,Rolladen,isPartial
2018-01-07,39,False
2018-01-14,38,False
2018-01-21,19,False
2018-01-28,39,False
2018-02-04,19,False
2018-02-11,57,False
2018-02-18,20,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,29,False
2018-03-25,20,False
2018-04-01,31,False
2018-04-08,20,False
2018-04-15,20,False
2018-04-22,0,False
2018-04-29,61,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,40,False
2018-05-27,31,False
2018-06-03,20,False
2018-06-10,37,False
2018-06-17,0,False
2018-06-24,19,False
2018-07-01,38,False
2018-07-08,29,False
2018-07-15,81,False
2018-07-22,30,False
2018-07-29,31,False
2018-08-05,40,False
2018-08-12,21,False
2018-08-19,30,False
2018-08-26,29,False
2018-09-02,19,False
2018-09-09,0,False
2018-09-16,19,False
2018-09-23,59,False
2018-09-30,39,False
2018-10-07,59,False
2018-10-14,20,False
2018-10-21,0,False
2018-10-28,39,False
2018-11-04,0,False
2018-11-11,29,False
2018-11-18,18,False
2018-11-25,19,False
2018-12-02,19,False
2018-12-09,39,False
2018-12-16,39,False
2018-12-23,22,False
2018-12-30,38,False
2019-01-06,0,False
2019-01-13,17,False
2019-01-20,17,False
2019-01-27,27,False
2019-02-03,0,False
2019-02-10,18,False
2019-02-17,0,False
2019-02-24,18,False
2019-03-03,36,False
2019-03-10,52,False
2019-03-17,37,False
2019-03-24,45,False
2019-03-31,38,False
2019-04-07,18,False
2019-04-14,29,False
2019-04-21,29,False
2019-04-28,18,False
2019-05-05,35,False
2019-05-12,18,False
2019-05-19,18,False
2019-05-26,18,False
2019-06-02,37,False
2019-06-09,28,False
2019-06-16,75,False
2019-06-23,19,False
2019-06-30,38,False
2019-07-07,27,False
2019-07-14,19,False
2019-07-21,31,False
2019-07-28,19,False
2019-08-04,40,False
2019-08-11,19,False
2019-08-18,28,False
2019-08-25,19,False
2019-09-01,18,False
2019-09-08,18,False
2019-09-15,0,False
2019-09-22,37,False
2019-09-29,36,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,27,False
2019-11-03,0,False
2019-11-10,18,False
2019-11-17,44,False
2019-11-24,0,False
2019-12-01,18,False
2019-12-08,27,False
2019-12-15,28,False
2019-12-22,21,False
2019-12-29,0,False
2020-01-05,25,False
2020-01-12,17,False
2020-01-19,33,False
2020-01-26,16,False
2020-02-02,65,False
2020-02-09,25,False
2020-02-16,18,False
2020-02-23,48,False
2020-03-01,24,False
2020-03-08,15,False
2020-03-15,29,False
2020-03-22,13,False
2020-03-29,14,False
2020-04-05,31,False
2020-04-12,15,False
2020-04-19,22,False
2020-04-26,44,False
2020-05-03,15,False
2020-05-10,15,False
2020-05-17,16,False
2020-05-24,75,False
2020-05-31,100,False
2020-06-07,16,False
2020-06-14,30,False
2020-06-21,24,False
2020-06-28,24,False
2020-07-05,42,False
