date,moda,isPartial
2018-01-07,23,False
2018-01-14,45,False
2018-01-21,68,False
2018-01-28,30,False
2018-02-04,28,False
2018-02-11,15,False
2018-02-18,41,False
2018-02-25,13,False
2018-03-04,21,False
2018-03-11,37,False
2018-03-18,43,False
2018-03-25,47,False
2018-04-01,16,False
2018-04-08,38,False
2018-04-15,39,False
2018-04-22,23,False
2018-04-29,31,False
2018-05-06,38,False
2018-05-13,31,False
2018-05-20,30,False
2018-05-27,40,False
2018-06-03,0,False
2018-06-10,30,False
2018-06-17,37,False
2018-06-24,31,False
2018-07-01,31,False
2018-07-08,52,False
2018-07-15,22,False
2018-07-22,100,False
2018-07-29,29,False
2018-08-05,14,False
2018-08-12,11,False
2018-08-19,12,False
2018-08-26,27,False
2018-09-02,50,False
2018-09-09,45,False
2018-09-16,37,False
2018-09-23,39,False
2018-09-30,46,False
2018-10-07,63,False
2018-10-14,32,False
2018-10-21,31,False
2018-10-28,15,False
2018-11-04,38,False
2018-11-11,62,False
2018-11-18,0,False
2018-11-25,15,False
2018-12-02,32,False
2018-12-09,60,False
2018-12-16,31,False
2018-12-23,41,False
2018-12-30,29,False
2019-01-06,29,False
2019-01-13,15,False
2019-01-20,27,False
2019-01-27,49,False
2019-02-03,28,False
2019-02-10,28,False
2019-02-17,42,False
2019-02-24,44,False
2019-03-03,23,False
2019-03-10,30,False
2019-03-17,61,False
2019-03-24,30,False
2019-03-31,30,False
2019-04-07,45,False
2019-04-14,31,False
2019-04-21,55,False
2019-04-28,22,False
2019-05-05,30,False
2019-05-12,14,False
2019-05-19,30,False
2019-05-26,40,False
2019-06-02,23,False
2019-06-09,81,False
2019-06-16,32,False
2019-06-23,16,False
2019-06-30,63,False
2019-07-07,52,False
2019-07-14,16,False
2019-07-21,31,False
2019-07-28,30,False
2019-08-04,36,False
2019-08-11,28,False
2019-08-18,45,False
2019-08-25,26,False
2019-09-01,20,False
2019-09-08,65,False
2019-09-15,28,False
2019-09-22,21,False
2019-09-29,43,False
2019-10-06,44,False
2019-10-13,29,False
2019-10-20,21,False
2019-10-27,14,False
2019-11-03,38,False
2019-11-10,27,False
2019-11-17,13,False
2019-11-24,27,False
2019-12-01,27,False
2019-12-08,36,False
2019-12-15,35,False
2019-12-22,14,False
2019-12-29,14,False
2020-01-05,33,False
2020-01-12,13,False
2020-01-19,19,False
2020-01-26,50,False
2020-02-02,48,False
2020-02-09,13,False
2020-02-16,26,False
2020-02-23,12,False
2020-03-01,24,False
2020-03-08,11,False
2020-03-15,10,False
2020-03-22,33,False
2020-03-29,15,False
2020-04-05,22,False
2020-04-12,27,False
2020-04-19,35,False
2020-04-26,27,True
