date,acconciature,isPartial
2018-01-07,30,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,0,False
2018-02-11,44,False
2018-02-18,49,False
2018-02-25,40,False
2018-03-04,28,False
2018-03-11,57,False
2018-03-18,28,False
2018-03-25,60,False
2018-04-01,46,False
2018-04-08,43,False
2018-04-15,45,False
2018-04-22,61,False
2018-04-29,36,False
2018-05-06,42,False
2018-05-13,100,False
2018-05-20,51,False
2018-05-27,45,False
2018-06-03,37,False
2018-06-10,49,False
2018-06-17,37,False
2018-06-24,45,False
2018-07-01,74,False
2018-07-08,45,False
2018-07-15,30,False
2018-07-22,53,False
2018-07-29,53,False
2018-08-05,38,False
2018-08-12,53,False
2018-08-19,22,False
2018-08-26,29,False
2018-09-02,29,False
2018-09-09,36,False
2018-09-16,71,False
2018-09-23,50,False
2018-09-30,22,False
2018-10-07,30,False
2018-10-14,22,False
2018-10-21,29,False
2018-10-28,42,False
2018-11-04,14,False
2018-11-11,30,False
2018-11-18,29,False
2018-11-25,15,False
2018-12-02,22,False
2018-12-09,22,False
2018-12-16,45,False
2018-12-23,26,False
2018-12-30,15,False
2019-01-06,22,False
2019-01-13,35,False
2019-01-20,13,False
2019-01-27,27,False
2019-02-03,34,False
2019-02-10,28,False
2019-02-17,21,False
2019-02-24,43,False
2019-03-03,22,False
2019-03-10,21,False
2019-03-17,44,False
2019-03-24,0,False
2019-03-31,29,False
2019-04-07,14,False
2019-04-14,22,False
2019-04-21,36,False
2019-04-28,55,False
2019-05-05,35,False
2019-05-12,47,False
2019-05-19,34,False
2019-05-26,51,False
2019-06-02,29,False
2019-06-09,51,False
2019-06-16,96,False
2019-06-23,67,False
2019-06-30,23,False
2019-07-07,22,False
2019-07-14,30,False
2019-07-21,15,False
2019-07-28,53,False
2019-08-04,77,False
2019-08-11,16,False
2019-08-18,21,False
2019-08-25,20,False
2019-09-01,33,False
2019-09-08,28,False
2019-09-15,33,False
2019-09-22,33,False
2019-09-29,46,False
2019-10-06,0,False
2019-10-13,13,False
2019-10-20,20,False
2019-10-27,19,False
2019-11-03,19,False
2019-11-10,0,False
2019-11-17,19,False
2019-11-24,13,False
2019-12-01,20,False
2019-12-08,40,False
2019-12-15,20,False
2019-12-22,38,False
2019-12-29,27,False
2020-01-05,26,False
2020-01-12,12,False
2020-01-19,19,False
2020-01-26,30,False
2020-02-02,18,False
2020-02-09,25,False
2020-02-16,37,False
2020-02-23,23,False
2020-03-01,28,False
2020-03-08,22,False
2020-03-15,11,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,16,False
2020-04-19,10,False
2020-04-26,17,True
