date,acconciature,isPartial
2018-01-07,22,False
2018-01-14,28,False
2018-01-21,19,False
2018-01-28,22,False
2018-02-04,30,False
2018-02-11,35,False
2018-02-18,27,False
2018-02-25,23,False
2018-03-04,31,False
2018-03-11,19,False
2018-03-18,27,False
2018-03-25,35,False
2018-04-01,36,False
2018-04-08,38,False
2018-04-15,35,False
2018-04-22,27,False
2018-04-29,59,False
2018-05-06,54,False
2018-05-13,74,False
2018-05-20,73,False
2018-05-27,59,False
2018-06-03,69,False
2018-06-10,50,False
2018-06-17,40,False
2018-06-24,27,False
2018-07-01,69,False
2018-07-08,46,False
2018-07-15,72,False
2018-07-22,51,False
2018-07-29,100,False
2018-08-05,56,False
2018-08-12,43,False
2018-08-19,69,False
2018-08-26,49,False
2018-09-02,49,False
2018-09-09,67,False
2018-09-16,43,False
2018-09-23,37,False
2018-09-30,16,False
2018-10-07,23,False
2018-10-14,10,False
2018-10-21,13,False
2018-10-28,13,False
2018-11-04,16,False
2018-11-11,10,False
2018-11-18,9,False
2018-11-25,9,False
2018-12-02,13,False
2018-12-09,20,False
2018-12-16,13,False
2018-12-23,35,False
2018-12-30,16,False
2019-01-06,9,False
2019-01-13,25,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,20,False
2019-02-10,20,False
2019-02-17,20,False
2019-02-24,32,False
2019-03-03,12,False
2019-03-10,32,False
2019-03-17,24,False
2019-03-24,30,False
2019-03-31,23,False
2019-04-07,17,False
2019-04-14,18,False
2019-04-21,55,False
2019-04-28,35,False
2019-05-05,60,False
2019-05-12,36,False
2019-05-19,34,False
2019-05-26,51,False
2019-06-02,35,False
2019-06-09,43,False
2019-06-16,69,False
2019-06-23,53,False
2019-06-30,51,False
2019-07-07,47,False
2019-07-14,65,False
2019-07-21,55,False
2019-07-28,53,False
2019-08-04,59,False
2019-08-11,32,False
2019-08-18,36,False
2019-08-25,60,False
2019-09-01,48,False
2019-09-08,54,False
2019-09-15,29,False
2019-09-22,24,False
2019-09-29,16,False
2019-10-06,11,False
2019-10-13,23,False
2019-10-20,17,False
2019-10-27,8,False
2019-11-03,18,False
2019-11-10,24,False
2019-11-17,16,False
2019-11-24,18,False
2019-12-01,14,False
2019-12-08,14,False
2019-12-15,20,False
2019-12-22,20,False
2019-12-29,17,False
2020-01-05,13,False
2020-01-12,23,False
2020-01-19,31,False
2020-01-26,26,False
2020-02-02,20,False
2020-02-09,16,False
2020-02-16,13,False
2020-02-23,22,False
2020-03-01,10,False
2020-03-08,9,False
2020-03-15,2,False
2020-03-22,2,False
2020-03-29,8,False
2020-04-05,2,False
2020-04-12,9,False
2020-04-19,8,False
2020-04-26,8,True
