date,acconciature,isPartial
2018-01-07,29,False
2018-01-14,43,False
2018-01-21,28,False
2018-01-28,42,False
2018-02-04,56,False
2018-02-11,41,False
2018-02-18,27,False
2018-02-25,53,False
2018-03-04,54,False
2018-03-11,56,False
2018-03-18,58,False
2018-03-25,42,False
2018-04-01,93,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,100,False
2018-04-29,47,False
2018-05-06,61,False
2018-05-13,61,False
2018-05-20,30,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,60,False
2018-06-17,62,False
2018-06-24,30,False
2018-07-01,28,False
2018-07-08,54,False
2018-07-15,40,False
2018-07-22,53,False
2018-07-29,26,False
2018-08-05,48,False
2018-08-12,24,False
2018-08-19,35,False
2018-08-26,26,False
2018-09-02,41,False
2018-09-09,0,False
2018-09-16,57,False
2018-09-23,59,False
2018-09-30,43,False
2018-10-07,30,False
2018-10-14,0,False
2018-10-21,91,False
2018-10-28,45,False
2018-11-04,31,False
2018-11-11,32,False
2018-11-18,31,False
2018-11-25,63,False
2018-12-02,62,False
2018-12-09,30,False
2018-12-16,30,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,0,False
2019-01-13,27,False
2019-01-20,0,False
2019-01-27,26,False
2019-02-03,53,False
2019-02-10,26,False
2019-02-17,27,False
2019-02-24,27,False
2019-03-03,27,False
2019-03-10,27,False
2019-03-17,86,False
2019-03-24,30,False
2019-03-31,74,False
2019-04-07,60,False
2019-04-14,90,False
2019-04-21,93,False
2019-04-28,30,False
2019-05-05,29,False
2019-05-12,58,False
2019-05-19,28,False
2019-05-26,0,False
2019-06-02,29,False
2019-06-09,28,False
2019-06-16,67,False
2019-06-23,29,False
2019-06-30,27,False
2019-07-07,51,False
2019-07-14,25,False
2019-07-21,23,False
2019-07-28,67,False
2019-08-04,53,False
2019-08-11,0,False
2019-08-18,19,False
2019-08-25,21,False
2019-09-01,34,False
2019-09-08,38,False
2019-09-15,0,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,26,False
2019-10-13,53,False
2019-10-20,54,False
2019-10-27,26,False
2019-11-03,79,False
2019-11-10,27,False
2019-11-17,27,False
2019-11-24,0,False
2019-12-01,27,False
2019-12-08,27,False
2019-12-15,26,False
2019-12-22,39,False
2019-12-29,21,False
2020-01-05,33,False
2020-01-12,45,False
2020-01-19,24,False
2020-01-26,23,False
2020-02-02,44,False
2020-02-09,46,False
2020-02-16,34,False
2020-02-23,42,False
2020-03-01,0,False
2020-03-08,22,False
2020-03-15,0,False
2020-03-22,21,False
2020-03-29,0,False
2020-04-05,23,False
2020-04-12,0,False
2020-04-19,45,False
2020-04-26,0,True
