date,acconciature,isPartial
2018-01-07,22,False
2018-01-14,33,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,43,False
2018-02-11,43,False
2018-02-18,21,False
2018-02-25,26,False
2018-03-04,52,False
2018-03-11,37,False
2018-03-18,52,False
2018-03-25,44,False
2018-04-01,46,False
2018-04-08,41,False
2018-04-15,49,False
2018-04-22,67,False
2018-04-29,70,False
2018-05-06,78,False
2018-05-13,36,False
2018-05-20,67,False
2018-05-27,47,False
2018-06-03,100,False
2018-06-10,56,False
2018-06-17,48,False
2018-06-24,36,False
2018-07-01,30,False
2018-07-08,34,False
2018-07-15,43,False
2018-07-22,38,False
2018-07-29,21,False
2018-08-05,24,False
2018-08-12,16,False
2018-08-19,37,False
2018-08-26,26,False
2018-09-02,58,False
2018-09-09,58,False
2018-09-16,37,False
2018-09-23,50,False
2018-09-30,14,False
2018-10-07,25,False
2018-10-14,31,False
2018-10-21,32,False
2018-10-28,11,False
2018-11-04,16,False
2018-11-11,33,False
2018-11-18,16,False
2018-11-25,16,False
2018-12-02,27,False
2018-12-09,11,False
2018-12-16,12,False
2018-12-23,25,False
2018-12-30,67,False
2019-01-06,27,False
2019-01-13,32,False
2019-01-20,35,False
2019-01-27,10,False
2019-02-03,21,False
2019-02-10,0,False
2019-02-17,22,False
2019-02-24,31,False
2019-03-03,40,False
2019-03-10,16,False
2019-03-17,44,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,11,False
2019-04-14,38,False
2019-04-21,33,False
2019-04-28,43,False
2019-05-05,21,False
2019-05-12,46,False
2019-05-19,56,False
2019-05-26,49,False
2019-06-02,41,False
2019-06-09,35,False
2019-06-16,29,False
2019-06-23,53,False
2019-06-30,58,False
2019-07-07,23,False
2019-07-14,27,False
2019-07-21,36,False
2019-07-28,18,False
2019-08-04,26,False
2019-08-11,33,False
2019-08-18,27,False
2019-08-25,27,False
2019-09-01,16,False
2019-09-08,26,False
2019-09-15,22,False
2019-09-22,36,False
2019-09-29,32,False
2019-10-06,38,False
2019-10-13,19,False
2019-10-20,19,False
2019-10-27,20,False
2019-11-03,9,False
2019-11-10,23,False
2019-11-17,14,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,24,False
2019-12-15,14,False
2019-12-22,21,False
2019-12-29,20,False
2020-01-05,36,False
2020-01-12,13,False
2020-01-19,17,False
2020-01-26,34,False
2020-02-02,17,False
2020-02-09,22,False
2020-02-16,35,False
2020-02-23,17,False
2020-03-01,8,False
2020-03-08,8,False
2020-03-15,8,False
2020-03-22,0,False
2020-03-29,15,False
2020-04-05,16,False
2020-04-12,16,False
2020-04-19,22,False
2020-04-26,13,True
