date,acconciature,isPartial
2018-01-07,27,False
2018-01-14,27,False
2018-01-21,11,False
2018-01-28,28,False
2018-02-04,45,False
2018-02-11,57,False
2018-02-18,0,False
2018-02-25,10,False
2018-03-04,28,False
2018-03-11,27,False
2018-03-18,27,False
2018-03-25,24,False
2018-04-01,18,False
2018-04-08,40,False
2018-04-15,12,False
2018-04-22,50,False
2018-04-29,61,False
2018-05-06,45,False
2018-05-13,66,False
2018-05-20,52,False
2018-05-27,74,False
2018-06-03,44,False
2018-06-10,42,False
2018-06-17,11,False
2018-06-24,58,False
2018-07-01,40,False
2018-07-08,51,False
2018-07-15,40,False
2018-07-22,62,False
2018-07-29,73,False
2018-08-05,38,False
2018-08-12,49,False
2018-08-19,37,False
2018-08-26,32,False
2018-09-02,34,False
2018-09-09,23,False
2018-09-16,58,False
2018-09-23,35,False
2018-09-30,22,False
2018-10-07,30,False
2018-10-14,12,False
2018-10-21,25,False
2018-10-28,18,False
2018-11-04,18,False
2018-11-11,0,False
2018-11-18,36,False
2018-11-25,36,False
2018-12-02,13,False
2018-12-09,25,False
2018-12-16,19,False
2018-12-23,28,False
2018-12-30,18,False
2019-01-06,12,False
2019-01-13,36,False
2019-01-20,22,False
2019-01-27,11,False
2019-02-03,46,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,53,False
2019-03-03,43,False
2019-03-10,49,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,31,False
2019-04-07,25,False
2019-04-14,13,False
2019-04-21,25,False
2019-04-28,24,False
2019-05-05,42,False
2019-05-12,29,False
2019-05-19,54,False
2019-05-26,55,False
2019-06-02,37,False
2019-06-09,100,False
2019-06-16,61,False
2019-06-23,55,False
2019-06-30,37,False
2019-07-07,34,False
2019-07-14,29,False
2019-07-21,24,False
2019-07-28,74,False
2019-08-04,34,False
2019-08-11,32,False
2019-08-18,19,False
2019-08-25,48,False
2019-09-01,26,False
2019-09-08,51,False
2019-09-15,27,False
2019-09-22,21,False
2019-09-29,16,False
2019-10-06,32,False
2019-10-13,22,False
2019-10-20,21,False
2019-10-27,0,False
2019-11-03,10,False
2019-11-10,35,False
2019-11-17,31,False
2019-11-24,20,False
2019-12-01,16,False
2019-12-08,11,False
2019-12-15,55,False
2019-12-22,29,False
2019-12-29,16,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,15,False
2020-01-26,14,False
2020-02-02,23,False
2020-02-09,24,False
2020-02-16,29,False
2020-02-23,14,False
2020-03-01,18,False
2020-03-08,17,False
2020-03-15,13,False
2020-03-22,8,False
2020-03-29,13,False
2020-04-05,0,False
2020-04-12,9,False
2020-04-19,25,False
2020-04-26,31,True
