date,acconciature,isPartial
2018-01-07,11,False
2018-01-14,11,False
2018-01-21,28,False
2018-01-28,11,False
2018-02-04,16,False
2018-02-11,16,False
2018-02-18,21,False
2018-02-25,27,False
2018-03-04,33,False
2018-03-11,11,False
2018-03-18,39,False
2018-03-25,29,False
2018-04-01,25,False
2018-04-08,35,False
2018-04-15,11,False
2018-04-22,29,False
2018-04-29,60,False
2018-05-06,57,False
2018-05-13,57,False
2018-05-20,29,False
2018-05-27,42,False
2018-06-03,88,False
2018-06-10,55,False
2018-06-17,54,False
2018-06-24,100,False
2018-07-01,41,False
2018-07-08,32,False
2018-07-15,28,False
2018-07-22,46,False
2018-07-29,79,False
2018-08-05,38,False
2018-08-12,48,False
2018-08-19,47,False
2018-08-26,43,False
2018-09-02,50,False
2018-09-09,42,False
2018-09-16,24,False
2018-09-23,41,False
2018-09-30,34,False
2018-10-07,36,False
2018-10-14,18,False
2018-10-21,6,False
2018-10-28,11,False
2018-11-04,23,False
2018-11-11,24,False
2018-11-18,12,False
2018-11-25,29,False
2018-12-02,19,False
2018-12-09,30,False
2018-12-16,19,False
2018-12-23,6,False
2018-12-30,18,False
2019-01-06,12,False
2019-01-13,12,False
2019-01-20,0,False
2019-01-27,17,False
2019-02-03,11,False
2019-02-10,22,False
2019-02-17,6,False
2019-02-24,39,False
2019-03-03,24,False
2019-03-10,17,False
2019-03-17,18,False
2019-03-24,17,False
2019-03-31,17,False
2019-04-07,6,False
2019-04-14,19,False
2019-04-21,54,False
2019-04-28,64,False
2019-05-05,18,False
2019-05-12,46,False
2019-05-19,52,False
2019-05-26,38,False
2019-06-02,30,False
2019-06-09,37,False
2019-06-16,41,False
2019-06-23,63,False
2019-06-30,12,False
2019-07-07,52,False
2019-07-14,44,False
2019-07-21,34,False
2019-07-28,64,False
2019-08-04,49,False
2019-08-11,43,False
2019-08-18,9,False
2019-08-25,14,False
2019-09-01,67,False
2019-09-08,47,False
2019-09-15,24,False
2019-09-22,35,False
2019-09-29,6,False
2019-10-06,18,False
2019-10-13,0,False
2019-10-20,23,False
2019-10-27,12,False
2019-11-03,17,False
2019-11-10,23,False
2019-11-17,36,False
2019-11-24,23,False
2019-12-01,6,False
2019-12-08,18,False
2019-12-15,0,False
2019-12-22,12,False
2019-12-29,17,False
2020-01-05,17,False
2020-01-12,16,False
2020-01-19,11,False
2020-01-26,5,False
2020-02-02,10,False
2020-02-09,11,False
2020-02-16,5,False
2020-02-23,20,False
2020-03-01,15,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,4,False
2020-04-05,9,False
2020-04-12,19,False
2020-04-19,8,False
2020-04-26,15,True
