date,Elettronica,isPartial
2018-01-07,29,False
2018-01-14,21,False
2018-01-21,23,False
2018-01-28,34,False
2018-02-04,25,False
2018-02-11,23,False
2018-02-18,26,False
2018-02-25,29,False
2018-03-04,33,False
2018-03-11,17,False
2018-03-18,25,False
2018-03-25,31,False
2018-04-01,18,False
2018-04-08,30,False
2018-04-15,35,False
2018-04-22,16,False
2018-04-29,24,False
2018-05-06,28,False
2018-05-13,24,False
2018-05-20,31,False
2018-05-27,30,False
2018-06-03,37,False
2018-06-10,32,False
2018-06-17,31,False
2018-06-24,46,False
2018-07-01,29,False
2018-07-08,30,False
2018-07-15,22,False
2018-07-22,33,False
2018-07-29,38,False
2018-08-05,21,False
2018-08-12,23,False
2018-08-19,30,False
2018-08-26,31,False
2018-09-02,27,False
2018-09-09,36,False
2018-09-16,36,False
2018-09-23,39,False
2018-09-30,48,False
2018-10-07,54,False
2018-10-14,48,False
2018-10-21,46,False
2018-10-28,32,False
2018-11-04,39,False
2018-11-11,45,False
2018-11-18,60,False
2018-11-25,56,False
2018-12-02,67,False
2018-12-09,52,False
2018-12-16,74,False
2018-12-23,55,False
2018-12-30,69,False
2019-01-06,100,False
2019-01-13,81,False
2019-01-20,72,False
2019-01-27,72,False
2019-02-03,56,False
2019-02-10,57,False
2019-02-17,56,False
2019-02-24,43,False
2019-03-03,35,False
2019-03-10,43,False
2019-03-17,34,False
2019-03-24,29,False
2019-03-31,37,False
2019-04-07,41,False
2019-04-14,34,False
2019-04-21,22,False
2019-04-28,29,False
2019-05-05,38,False
2019-05-12,36,False
2019-05-19,26,False
2019-05-26,32,False
2019-06-02,35,False
2019-06-09,35,False
2019-06-16,25,False
2019-06-23,24,False
2019-06-30,37,False
2019-07-07,31,False
2019-07-14,24,False
2019-07-21,28,False
2019-07-28,28,False
2019-08-04,32,False
2019-08-11,19,False
2019-08-18,26,False
2019-08-25,36,False
2019-09-01,32,False
2019-09-08,40,False
2019-09-15,30,False
2019-09-22,27,False
2019-09-29,36,False
2019-10-06,30,False
2019-10-13,26,False
2019-10-20,30,False
2019-10-27,34,False
2019-11-03,39,False
2019-11-10,43,False
2019-11-17,39,False
2019-11-24,32,False
2019-12-01,24,False
2019-12-08,28,False
2019-12-15,30,False
2019-12-22,23,False
2019-12-29,27,False
2020-01-05,32,False
2020-01-12,42,False
2020-01-19,30,False
2020-01-26,30,False
2020-02-02,33,False
2020-02-09,36,False
2020-02-16,27,False
2020-02-23,28,False
2020-03-01,37,False
2020-03-08,29,False
2020-03-15,20,False
2020-03-22,26,False
2020-03-29,24,False
2020-04-05,23,False
2020-04-12,28,False
2020-04-19,24,False
2020-04-26,18,True
