date,Elettronica,isPartial
2018-01-07,37,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,19,False
2018-02-04,19,False
2018-02-11,16,False
2018-02-18,25,False
2018-02-25,25,False
2018-03-04,0,False
2018-03-11,18,False
2018-03-18,47,False
2018-03-25,18,False
2018-04-01,0,False
2018-04-08,20,False
2018-04-15,44,False
2018-04-22,0,False
2018-04-29,21,False
2018-05-06,0,False
2018-05-13,23,False
2018-05-20,21,False
2018-05-27,0,False
2018-06-03,66,False
2018-06-10,21,False
2018-06-17,21,False
2018-06-24,30,False
2018-07-01,19,False
2018-07-08,36,False
2018-07-15,36,False
2018-07-22,26,False
2018-07-29,33,False
2018-08-05,0,False
2018-08-12,25,False
2018-08-19,14,False
2018-08-26,35,False
2018-09-02,20,False
2018-09-09,60,False
2018-09-16,42,False
2018-09-23,31,False
2018-09-30,22,False
2018-10-07,23,False
2018-10-14,22,False
2018-10-21,65,False
2018-10-28,31,False
2018-11-04,0,False
2018-11-11,22,False
2018-11-18,85,False
2018-11-25,41,False
2018-12-02,69,False
2018-12-09,60,False
2018-12-16,100,False
2018-12-23,58,False
2018-12-30,58,False
2019-01-06,56,False
2019-01-13,53,False
2019-01-20,68,False
2019-01-27,68,False
2019-02-03,68,False
2019-02-10,74,False
2019-02-17,49,False
2019-02-24,17,False
2019-03-03,33,False
2019-03-10,33,False
2019-03-17,37,False
2019-03-24,29,False
2019-03-31,58,False
2019-04-07,29,False
2019-04-14,39,False
2019-04-21,18,False
2019-04-28,20,False
2019-05-05,21,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,20,False
2019-06-02,20,False
2019-06-09,20,False
2019-06-16,20,False
2019-06-23,19,False
2019-06-30,26,False
2019-07-07,52,False
2019-07-14,24,False
2019-07-21,31,False
2019-07-28,53,False
2019-08-04,13,False
2019-08-11,29,False
2019-08-18,18,False
2019-08-25,15,False
2019-09-01,17,False
2019-09-08,35,False
2019-09-15,19,False
2019-09-22,56,False
2019-09-29,19,False
2019-10-06,20,False
2019-10-13,29,False
2019-10-20,19,False
2019-10-27,18,False
2019-11-03,37,False
2019-11-10,19,False
2019-11-17,27,False
2019-11-24,17,False
2019-12-01,54,False
2019-12-08,35,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,39,False
2020-01-05,30,False
2020-01-12,23,False
2020-01-19,0,False
2020-01-26,15,False
2020-02-02,21,False
2020-02-09,15,False
2020-02-16,14,False
2020-02-23,0,False
2020-03-01,13,False
2020-03-08,14,False
2020-03-15,15,False
2020-03-22,21,False
2020-03-29,22,False
2020-04-05,40,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,26,True
