date,abiti da sposa,isPartial
2018-01-07,61,False
2018-01-14,44,False
2018-01-21,79,False
2018-01-28,34,False
2018-02-04,25,False
2018-02-11,0,False
2018-02-18,17,False
2018-02-25,48,False
2018-03-04,34,False
2018-03-11,33,False
2018-03-18,70,False
2018-03-25,52,False
2018-04-01,44,False
2018-04-08,50,False
2018-04-15,27,False
2018-04-22,26,False
2018-04-29,41,False
2018-05-06,59,False
2018-05-13,51,False
2018-05-20,34,False
2018-05-27,34,False
2018-06-03,33,False
2018-06-10,32,False
2018-06-17,50,False
2018-06-24,100,False
2018-07-01,32,False
2018-07-08,31,False
2018-07-15,63,False
2018-07-22,55,False
2018-07-29,24,False
2018-08-05,39,False
2018-08-12,15,False
2018-08-19,48,False
2018-08-26,57,False
2018-09-02,33,False
2018-09-09,34,False
2018-09-16,67,False
2018-09-23,34,False
2018-09-30,34,False
2018-10-07,60,False
2018-10-14,54,False
2018-10-21,61,False
2018-10-28,33,False
2018-11-04,0,False
2018-11-11,18,False
2018-11-18,17,False
2018-11-25,27,False
2018-12-02,27,False
2018-12-09,18,False
2018-12-16,18,False
2018-12-23,20,False
2018-12-30,19,False
2019-01-06,80,False
2019-01-13,51,False
2019-01-20,40,False
2019-01-27,23,False
2019-02-03,24,False
2019-02-10,41,False
2019-02-17,34,False
2019-02-24,34,False
2019-03-03,64,False
2019-03-10,49,False
2019-03-17,25,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,37,False
2019-04-28,55,False
2019-05-05,23,False
2019-05-12,0,False
2019-05-19,15,False
2019-05-26,15,False
2019-06-02,24,False
2019-06-09,23,False
2019-06-16,47,False
2019-06-23,47,False
2019-06-30,62,False
2019-07-07,74,False
2019-07-14,15,False
2019-07-21,15,False
2019-07-28,0,False
2019-08-04,66,False
2019-08-11,36,False
2019-08-18,35,False
2019-08-25,64,False
2019-09-01,51,False
2019-09-08,23,False
2019-09-15,45,False
2019-09-22,29,False
2019-09-29,30,False
2019-10-06,53,False
2019-10-13,66,False
2019-10-20,35,False
2019-10-27,22,False
2019-11-03,14,False
2019-11-10,37,False
2019-11-17,14,False
2019-11-24,29,False
2019-12-01,15,False
2019-12-08,31,False
2019-12-15,23,False
2019-12-22,18,False
2019-12-29,33,False
2020-01-05,23,False
2020-01-12,29,False
2020-01-19,60,False
2020-01-26,59,False
2020-02-02,43,False
2020-02-09,22,False
2020-02-16,37,False
2020-02-23,41,False
2020-03-01,27,False
2020-03-08,38,False
2020-03-15,0,False
2020-03-22,12,False
2020-03-29,25,False
2020-04-05,13,False
2020-04-12,0,False
2020-04-19,31,False
2020-04-26,0,True
