date,abiti da sposa,isPartial
2018-01-07,83,False
2018-01-14,100,False
2018-01-21,100,False
2018-01-28,48,False
2018-02-04,97,False
2018-02-11,83,False
2018-02-18,79,False
2018-02-25,62,False
2018-03-04,0,False
2018-03-11,78,False
2018-03-18,32,False
2018-03-25,83,False
2018-04-01,70,False
2018-04-08,81,False
2018-04-15,84,False
2018-04-22,69,False
2018-04-29,97,False
2018-05-06,64,False
2018-05-13,32,False
2018-05-20,64,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,93,False
2018-06-17,65,False
2018-06-24,48,False
2018-07-01,31,False
2018-07-08,79,False
2018-07-15,32,False
2018-07-22,49,False
2018-07-29,82,False
2018-08-05,0,False
2018-08-12,36,False
2018-08-19,50,False
2018-08-26,47,False
2018-09-02,95,False
2018-09-09,65,False
2018-09-16,64,False
2018-09-23,65,False
2018-09-30,96,False
2018-10-07,33,False
2018-10-14,33,False
2018-10-21,33,False
2018-10-28,31,False
2018-11-04,96,False
2018-11-11,0,False
2018-11-18,63,False
2018-11-25,32,False
2018-12-02,67,False
2018-12-09,32,False
2018-12-16,0,False
2018-12-23,35,False
2018-12-30,34,False
2019-01-06,32,False
2019-01-13,28,False
2019-01-20,69,False
2019-01-27,55,False
2019-02-03,42,False
2019-02-10,86,False
2019-02-17,29,False
2019-02-24,29,False
2019-03-03,86,False
2019-03-10,43,False
2019-03-17,42,False
2019-03-24,29,False
2019-03-31,86,False
2019-04-07,42,False
2019-04-14,30,False
2019-04-21,61,False
2019-04-28,0,False
2019-05-05,81,False
2019-05-12,0,False
2019-05-19,27,False
2019-05-26,52,False
2019-06-02,85,False
2019-06-09,45,False
2019-06-16,29,False
2019-06-23,44,False
2019-06-30,29,False
2019-07-07,28,False
2019-07-14,29,False
2019-07-21,31,False
2019-07-28,30,False
2019-08-04,32,False
2019-08-11,34,False
2019-08-18,31,False
2019-08-25,59,False
2019-09-01,0,False
2019-09-08,42,False
2019-09-15,68,False
2019-09-22,26,False
2019-09-29,26,False
2019-10-06,27,False
2019-10-13,27,False
2019-10-20,53,False
2019-10-27,26,False
2019-11-03,50,False
2019-11-10,64,False
2019-11-17,50,False
2019-11-24,26,False
2019-12-01,26,False
2019-12-08,0,False
2019-12-15,40,False
2019-12-22,0,False
2019-12-29,32,False
2020-01-05,100,False
2020-01-12,25,False
2020-01-19,51,False
2020-01-26,25,False
2020-02-02,36,False
2020-02-09,25,False
2020-02-16,51,False
2020-02-23,36,False
2020-03-01,46,False
2020-03-08,0,False
2020-03-15,23,False
2020-03-22,21,False
2020-03-29,45,False
2020-04-05,23,False
2020-04-12,23,False
2020-04-19,22,False
2020-04-26,38,True
