date,abiti da sposa,isPartial
2018-01-07,100,False
2018-01-14,50,False
2018-01-21,51,False
2018-01-28,50,False
2018-02-04,24,False
2018-02-11,24,False
2018-02-18,46,False
2018-02-25,43,False
2018-03-04,47,False
2018-03-11,48,False
2018-03-18,24,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,51,False
2018-04-15,50,False
2018-04-22,0,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,0,False
2018-05-20,25,False
2018-05-27,51,False
2018-06-03,38,False
2018-06-10,0,False
2018-06-17,48,False
2018-06-24,49,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,24,False
2018-07-22,23,False
2018-07-29,22,False
2018-08-05,45,False
2018-08-12,21,False
2018-08-19,22,False
2018-08-26,46,False
2018-09-02,96,False
2018-09-09,75,False
2018-09-16,61,False
2018-09-23,24,False
2018-09-30,0,False
2018-10-07,26,False
2018-10-14,37,False
2018-10-21,49,False
2018-10-28,25,False
2018-11-04,49,False
2018-11-11,52,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,24,False
2018-12-16,38,False
2018-12-23,0,False
2018-12-30,23,False
2019-01-06,33,False
2019-01-13,0,False
2019-01-20,22,False
2019-01-27,47,False
2019-02-03,0,False
2019-02-10,23,False
2019-02-17,35,False
2019-02-24,46,False
2019-03-03,25,False
2019-03-10,0,False
2019-03-17,25,False
2019-03-24,0,False
2019-03-31,24,False
2019-04-07,24,False
2019-04-14,25,False
2019-04-21,24,False
2019-04-28,35,False
2019-05-05,24,False
2019-05-12,35,False
2019-05-19,59,False
2019-05-26,22,False
2019-06-02,24,False
2019-06-09,50,False
2019-06-16,25,False
2019-06-23,75,False
2019-06-30,0,False
2019-07-07,24,False
2019-07-14,24,False
2019-07-21,37,False
2019-07-28,36,False
2019-08-04,34,False
2019-08-11,21,False
2019-08-18,0,False
2019-08-25,30,False
2019-09-01,31,False
2019-09-08,45,False
2019-09-15,22,False
2019-09-22,45,False
2019-09-29,34,False
2019-10-06,23,False
2019-10-13,23,False
2019-10-20,22,False
2019-10-27,22,False
2019-11-03,42,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,22,False
2019-12-22,33,False
2019-12-29,0,False
2020-01-05,21,False
2020-01-12,20,False
2020-01-19,0,False
2020-01-26,61,False
2020-02-02,39,False
2020-02-09,20,False
2020-02-16,41,False
2020-02-23,20,False
2020-03-01,58,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
