date,abiti da sposa,isPartial
2018-01-07,82,False
2018-01-14,0,False
2018-01-21,60,False
2018-01-28,78,False
2018-02-04,39,False
2018-02-11,20,False
2018-02-18,56,False
2018-02-25,36,False
2018-03-04,19,False
2018-03-11,58,False
2018-03-18,19,False
2018-03-25,62,False
2018-04-01,0,False
2018-04-08,39,False
2018-04-15,21,False
2018-04-22,85,False
2018-04-29,41,False
2018-05-06,99,False
2018-05-13,100,False
2018-05-20,80,False
2018-05-27,21,False
2018-06-03,40,False
2018-06-10,0,False
2018-06-17,40,False
2018-06-24,59,False
2018-07-01,59,False
2018-07-08,20,False
2018-07-15,20,False
2018-07-22,39,False
2018-07-29,40,False
2018-08-05,39,False
2018-08-12,19,False
2018-08-19,79,False
2018-08-26,55,False
2018-09-02,57,False
2018-09-09,98,False
2018-09-16,78,False
2018-09-23,40,False
2018-09-30,20,False
2018-10-07,42,False
2018-10-14,0,False
2018-10-21,20,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,41,False
2018-11-18,58,False
2018-11-25,39,False
2018-12-02,82,False
2018-12-09,38,False
2018-12-16,0,False
2018-12-23,91,False
2018-12-30,41,False
2019-01-06,56,False
2019-01-13,18,False
2019-01-20,36,False
2019-01-27,18,False
2019-02-03,0,False
2019-02-10,18,False
2019-02-17,37,False
2019-02-24,36,False
2019-03-03,19,False
2019-03-10,18,False
2019-03-17,0,False
2019-03-24,18,False
2019-03-31,0,False
2019-04-07,37,False
2019-04-14,0,False
2019-04-21,19,False
2019-04-28,0,False
2019-05-05,17,False
2019-05-12,35,False
2019-05-19,52,False
2019-05-26,33,False
2019-06-02,55,False
2019-06-09,19,False
2019-06-16,56,False
2019-06-23,55,False
2019-06-30,19,False
2019-07-07,17,False
2019-07-14,37,False
2019-07-21,55,False
2019-07-28,72,False
2019-08-04,0,False
2019-08-11,55,False
2019-08-18,17,False
2019-08-25,66,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,52,False
2019-09-22,51,False
2019-09-29,50,False
2019-10-06,52,False
2019-10-13,18,False
2019-10-20,34,False
2019-10-27,50,False
2019-11-03,16,False
2019-11-10,51,False
2019-11-17,33,False
2019-11-24,16,False
2019-12-01,50,False
2019-12-08,17,False
2019-12-15,0,False
2019-12-22,20,False
2019-12-29,57,False
2020-01-05,50,False
2020-01-12,47,False
2020-01-19,95,False
2020-01-26,0,False
2020-02-02,31,False
2020-02-09,16,False
2020-02-16,16,False
2020-02-23,29,False
2020-03-01,29,False
2020-03-08,14,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,42,False
2020-04-12,14,False
2020-04-19,40,False
2020-04-26,0,True
