date,abiti da sposa,isPartial
2018-01-07,30,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,29,False
2018-02-04,29,False
2018-02-11,29,False
2018-02-18,28,False
2018-02-25,42,False
2018-03-04,0,False
2018-03-11,58,False
2018-03-18,30,False
2018-03-25,30,False
2018-04-01,0,False
2018-04-08,33,False
2018-04-15,35,False
2018-04-22,35,False
2018-04-29,32,False
2018-05-06,32,False
2018-05-13,95,False
2018-05-20,63,False
2018-05-27,61,False
2018-06-03,65,False
2018-06-10,62,False
2018-06-17,0,False
2018-06-24,31,False
2018-07-01,57,False
2018-07-08,28,False
2018-07-15,28,False
2018-07-22,82,False
2018-07-29,27,False
2018-08-05,50,False
2018-08-12,25,False
2018-08-19,37,False
2018-08-26,0,False
2018-09-02,85,False
2018-09-09,0,False
2018-09-16,74,False
2018-09-23,31,False
2018-09-30,45,False
2018-10-07,32,False
2018-10-14,33,False
2018-10-21,32,False
2018-10-28,0,False
2018-11-04,49,False
2018-11-11,33,False
2018-11-18,66,False
2018-11-25,100,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,31,False
2018-12-30,0,False
2019-01-06,80,False
2019-01-13,28,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,28,False
2019-02-10,27,False
2019-02-17,0,False
2019-02-24,42,False
2019-03-03,0,False
2019-03-10,29,False
2019-03-17,0,False
2019-03-24,31,False
2019-03-31,0,False
2019-04-07,31,False
2019-04-14,31,False
2019-04-21,32,False
2019-04-28,47,False
2019-05-05,30,False
2019-05-12,30,False
2019-05-19,45,False
2019-05-26,28,False
2019-06-02,0,False
2019-06-09,30,False
2019-06-16,28,False
2019-06-23,60,False
2019-06-30,56,False
2019-07-07,27,False
2019-07-14,26,False
2019-07-21,24,False
2019-07-28,0,False
2019-08-04,22,False
2019-08-11,21,False
2019-08-18,40,False
2019-08-25,44,False
2019-09-01,35,False
2019-09-08,80,False
2019-09-15,40,False
2019-09-22,40,False
2019-09-29,66,False
2019-10-06,27,False
2019-10-13,28,False
2019-10-20,56,False
2019-10-27,28,False
2019-11-03,27,False
2019-11-10,28,False
2019-11-17,27,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,34,False
2020-01-12,24,False
2020-01-19,49,False
2020-01-26,24,False
2020-02-02,0,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,22,False
2020-03-01,23,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,22,False
2020-03-29,23,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
