date,fotografia,isPartial
2018-01-07,25,False
2018-01-14,62,False
2018-01-21,96,False
2018-01-28,37,False
2018-02-04,24,False
2018-02-11,24,False
2018-02-18,37,False
2018-02-25,37,False
2018-03-04,75,False
2018-03-11,50,False
2018-03-18,36,False
2018-03-25,26,False
2018-04-01,74,False
2018-04-08,72,False
2018-04-15,37,False
2018-04-22,48,False
2018-04-29,74,False
2018-05-06,72,False
2018-05-13,25,False
2018-05-20,36,False
2018-05-27,71,False
2018-06-03,48,False
2018-06-10,62,False
2018-06-17,0,False
2018-06-24,38,False
2018-07-01,38,False
2018-07-08,48,False
2018-07-15,25,False
2018-07-22,26,False
2018-07-29,0,False
2018-08-05,26,False
2018-08-12,39,False
2018-08-19,50,False
2018-08-26,50,False
2018-09-02,24,False
2018-09-09,50,False
2018-09-16,28,False
2018-09-23,25,False
2018-09-30,25,False
2018-10-07,38,False
2018-10-14,49,False
2018-10-21,25,False
2018-10-28,100,False
2018-11-04,60,False
2018-11-11,25,False
2018-11-18,47,False
2018-11-25,37,False
2018-12-02,25,False
2018-12-09,63,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,54,False
2019-01-06,0,False
2019-01-13,35,False
2019-01-20,22,False
2019-01-27,46,False
2019-02-03,0,False
2019-02-10,48,False
2019-02-17,49,False
2019-02-24,37,False
2019-03-03,73,False
2019-03-10,24,False
2019-03-17,47,False
2019-03-24,48,False
2019-03-31,35,False
2019-04-07,48,False
2019-04-14,24,False
2019-04-21,74,False
2019-04-28,24,False
2019-05-05,48,False
2019-05-12,24,False
2019-05-19,46,False
2019-05-26,35,False
2019-06-02,47,False
2019-06-09,26,False
2019-06-16,37,False
2019-06-23,25,False
2019-06-30,50,False
2019-07-07,50,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,51,False
2019-08-04,50,False
2019-08-11,26,False
2019-08-18,24,False
2019-08-25,24,False
2019-09-01,59,False
2019-09-08,36,False
2019-09-15,46,False
2019-09-22,39,False
2019-09-29,48,False
2019-10-06,0,False
2019-10-13,33,False
2019-10-20,34,False
2019-10-27,22,False
2019-11-03,32,False
2019-11-10,21,False
2019-11-17,43,False
2019-11-24,21,False
2019-12-01,45,False
2019-12-08,45,False
2019-12-15,22,False
2019-12-22,46,False
2019-12-29,46,False
2020-01-05,22,False
2020-01-12,20,False
2020-01-19,20,False
2020-01-26,40,False
2020-02-02,0,False
2020-02-09,30,False
2020-02-16,20,False
2020-02-23,20,False
2020-03-01,75,False
2020-03-08,0,False
2020-03-15,43,False
2020-03-22,16,False
2020-03-29,24,False
2020-04-05,16,False
2020-04-12,23,True
