date,fotografia,isPartial
2018-01-07,18,False
2018-01-14,41,False
2018-01-21,35,False
2018-01-28,23,False
2018-02-04,41,False
2018-02-11,42,False
2018-02-18,48,False
2018-02-25,35,False
2018-03-04,48,False
2018-03-11,23,False
2018-03-18,29,False
2018-03-25,33,False
2018-04-01,46,False
2018-04-08,17,False
2018-04-15,18,False
2018-04-22,64,False
2018-04-29,29,False
2018-05-06,17,False
2018-05-13,48,False
2018-05-20,24,False
2018-05-27,23,False
2018-06-03,24,False
2018-06-10,34,False
2018-06-17,39,False
2018-06-24,39,False
2018-07-01,20,False
2018-07-08,21,False
2018-07-15,28,False
2018-07-22,21,False
2018-07-29,40,False
2018-08-05,26,False
2018-08-12,20,False
2018-08-19,33,False
2018-08-26,51,False
2018-09-02,30,False
2018-09-09,42,False
2018-09-16,36,False
2018-09-23,65,False
2018-09-30,47,False
2018-10-07,18,False
2018-10-14,17,False
2018-10-21,35,False
2018-10-28,23,False
2018-11-04,45,False
2018-11-11,52,False
2018-11-18,28,False
2018-11-25,41,False
2018-12-02,25,False
2018-12-09,23,False
2018-12-16,29,False
2018-12-23,42,False
2018-12-30,47,False
2019-01-06,52,False
2019-01-13,28,False
2019-01-20,41,False
2019-01-27,32,False
2019-02-03,22,False
2019-02-10,17,False
2019-02-17,23,False
2019-02-24,11,False
2019-03-03,41,False
2019-03-10,29,False
2019-03-17,17,False
2019-03-24,29,False
2019-03-31,11,False
2019-04-07,23,False
2019-04-14,18,False
2019-04-21,36,False
2019-04-28,39,False
2019-05-05,22,False
2019-05-12,11,False
2019-05-19,32,False
2019-05-26,49,False
2019-06-02,27,False
2019-06-09,22,False
2019-06-16,29,False
2019-06-23,30,False
2019-06-30,25,False
2019-07-07,13,False
2019-07-14,26,False
2019-07-21,25,False
2019-07-28,32,False
2019-08-04,13,False
2019-08-11,26,False
2019-08-18,36,False
2019-08-25,23,False
2019-09-01,39,False
2019-09-08,44,False
2019-09-15,26,False
2019-09-22,11,False
2019-09-29,31,False
2019-10-06,26,False
2019-10-13,55,False
2019-10-20,25,False
2019-10-27,20,False
2019-11-03,10,False
2019-11-10,9,False
2019-11-17,19,False
2019-11-24,39,False
2019-12-01,11,False
2019-12-08,100,False
2019-12-15,15,False
2019-12-22,23,False
2019-12-29,33,False
2020-01-05,25,False
2020-01-12,32,False
2020-01-19,14,False
2020-01-26,19,False
2020-02-02,19,False
2020-02-09,19,False
2020-02-16,19,False
2020-02-23,28,False
2020-03-01,26,False
2020-03-08,42,False
2020-03-15,24,False
2020-03-22,15,False
2020-03-29,15,False
2020-04-05,20,False
2020-04-12,17,True
