date,fotografia,isPartial
2018-01-07,50,False
2018-01-14,54,False
2018-01-21,42,False
2018-01-28,63,False
2018-02-04,56,False
2018-02-11,58,False
2018-02-18,39,False
2018-02-25,57,False
2018-03-04,50,False
2018-03-11,34,False
2018-03-18,46,False
2018-03-25,100,False
2018-04-01,40,False
2018-04-08,63,False
2018-04-15,28,False
2018-04-22,48,False
2018-04-29,59,False
2018-05-06,49,False
2018-05-13,54,False
2018-05-20,66,False
2018-05-27,37,False
2018-06-03,68,False
2018-06-10,30,False
2018-06-17,29,False
2018-06-24,34,False
2018-07-01,51,False
2018-07-08,50,False
2018-07-15,53,False
2018-07-22,61,False
2018-07-29,9,False
2018-08-05,31,False
2018-08-12,23,False
2018-08-19,52,False
2018-08-26,41,False
2018-09-02,36,False
2018-09-09,28,False
2018-09-16,59,False
2018-09-23,54,False
2018-09-30,28,False
2018-10-07,49,False
2018-10-14,92,False
2018-10-21,52,False
2018-10-28,23,False
2018-11-04,48,False
2018-11-11,30,False
2018-11-18,45,False
2018-11-25,38,False
2018-12-02,16,False
2018-12-09,55,False
2018-12-16,43,False
2018-12-23,66,False
2018-12-30,42,False
2019-01-06,38,False
2019-01-13,51,False
2019-01-20,35,False
2019-01-27,33,False
2019-02-03,56,False
2019-02-10,34,False
2019-02-17,49,False
2019-02-24,27,False
2019-03-03,31,False
2019-03-10,39,False
2019-03-17,47,False
2019-03-24,56,False
2019-03-31,42,False
2019-04-07,20,False
2019-04-14,38,False
2019-04-21,46,False
2019-04-28,30,False
2019-05-05,57,False
2019-05-12,54,False
2019-05-19,34,False
2019-05-26,41,False
2019-06-02,18,False
2019-06-09,37,False
2019-06-16,28,False
2019-06-23,25,False
2019-06-30,21,False
2019-07-07,29,False
2019-07-14,50,False
2019-07-21,39,False
2019-07-28,35,False
2019-08-04,21,False
2019-08-11,44,False
2019-08-18,52,False
2019-08-25,37,False
2019-09-01,52,False
2019-09-08,52,False
2019-09-15,44,False
2019-09-22,41,False
2019-09-29,51,False
2019-10-06,42,False
2019-10-13,48,False
2019-10-20,56,False
2019-10-27,39,False
2019-11-03,33,False
2019-11-10,50,False
2019-11-17,48,False
2019-11-24,20,False
2019-12-01,25,False
2019-12-08,25,False
2019-12-15,45,False
2019-12-22,52,False
2019-12-29,51,False
2020-01-05,27,False
2020-01-12,47,False
2020-01-19,47,False
2020-01-26,46,False
2020-02-02,30,False
2020-02-09,50,False
2020-02-16,30,False
2020-02-23,40,False
2020-03-01,62,False
2020-03-08,18,False
2020-03-15,12,False
2020-03-22,32,False
2020-03-29,24,False
2020-04-05,40,False
2020-04-12,37,True
