date,partecipazioni matrimonio,isPartial
2018-01-07,44,False
2018-01-14,51,False
2018-01-21,37,False
2018-01-28,51,False
2018-02-04,58,False
2018-02-11,40,False
2018-02-18,30,False
2018-02-25,43,False
2018-03-04,45,False
2018-03-11,67,False
2018-03-18,30,False
2018-03-25,48,False
2018-04-01,41,False
2018-04-08,23,False
2018-04-15,23,False
2018-04-22,64,False
2018-04-29,100,False
2018-05-06,44,False
2018-05-13,0,False
2018-05-20,46,False
2018-05-27,40,False
2018-06-03,55,False
2018-06-10,37,False
2018-06-17,37,False
2018-06-24,0,False
2018-07-01,53,False
2018-07-08,23,False
2018-07-15,24,False
2018-07-22,16,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,36,False
2018-08-19,73,False
2018-08-26,16,False
2018-09-02,60,False
2018-09-09,46,False
2018-09-16,0,False
2018-09-23,15,False
2018-09-30,15,False
2018-10-07,0,False
2018-10-14,47,False
2018-10-21,30,False
2018-10-28,23,False
2018-11-04,0,False
2018-11-11,41,False
2018-11-18,23,False
2018-11-25,47,False
2018-12-02,0,False
2018-12-09,16,False
2018-12-16,24,False
2018-12-23,17,False
2018-12-30,16,False
2019-01-06,15,False
2019-01-13,15,False
2019-01-20,56,False
2019-01-27,36,False
2019-02-03,43,False
2019-02-10,29,False
2019-02-17,36,False
2019-02-24,52,False
2019-03-03,15,False
2019-03-10,80,False
2019-03-17,31,False
2019-03-24,31,False
2019-03-31,45,False
2019-04-07,61,False
2019-04-14,48,False
2019-04-21,64,False
2019-04-28,37,False
2019-05-05,37,False
2019-05-12,37,False
2019-05-19,36,False
2019-05-26,42,False
2019-06-02,31,False
2019-06-09,32,False
2019-06-16,31,False
2019-06-23,0,False
2019-06-30,16,False
2019-07-07,16,False
2019-07-14,16,False
2019-07-21,57,False
2019-07-28,25,False
2019-08-04,25,False
2019-08-11,18,False
2019-08-18,0,False
2019-08-25,30,False
2019-09-01,42,False
2019-09-08,43,False
2019-09-15,35,False
2019-09-22,27,False
2019-09-29,14,False
2019-10-06,14,False
2019-10-13,43,False
2019-10-20,35,False
2019-10-27,21,False
2019-11-03,20,False
2019-11-10,14,False
2019-11-17,21,False
2019-11-24,14,False
2019-12-01,22,False
2019-12-08,22,False
2019-12-15,29,False
2019-12-22,39,False
2019-12-29,60,False
2020-01-05,84,False
2020-01-12,34,False
2020-01-19,21,False
2020-01-26,13,False
2020-02-02,26,False
2020-02-09,55,False
2020-02-16,61,False
2020-02-23,51,False
2020-03-01,31,False
2020-03-08,36,False
2020-03-15,12,False
2020-03-22,0,False
2020-03-29,11,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,11,False
2020-04-26,0,True
