date,partecipazioni matrimonio,isPartial
2018-01-07,54,False
2018-01-14,100,False
2018-01-21,37,False
2018-01-28,60,False
2018-02-04,59,False
2018-02-11,43,False
2018-02-18,88,False
2018-02-25,66,False
2018-03-04,54,False
2018-03-11,81,False
2018-03-18,41,False
2018-03-25,52,False
2018-04-01,76,False
2018-04-08,48,False
2018-04-15,42,False
2018-04-22,59,False
2018-04-29,57,False
2018-05-06,74,False
2018-05-13,34,False
2018-05-20,48,False
2018-05-27,42,False
2018-06-03,50,False
2018-06-10,27,False
2018-06-17,47,False
2018-06-24,14,False
2018-07-01,35,False
2018-07-08,35,False
2018-07-15,14,False
2018-07-22,14,False
2018-07-29,30,False
2018-08-05,54,False
2018-08-12,18,False
2018-08-19,57,False
2018-08-26,32,False
2018-09-02,28,False
2018-09-09,48,False
2018-09-16,33,False
2018-09-23,0,False
2018-09-30,27,False
2018-10-07,34,False
2018-10-14,21,False
2018-10-21,20,False
2018-10-28,33,False
2018-11-04,39,False
2018-11-11,27,False
2018-11-18,20,False
2018-11-25,27,False
2018-12-02,31,False
2018-12-09,28,False
2018-12-16,30,False
2018-12-23,18,False
2018-12-30,31,False
2019-01-06,84,False
2019-01-13,74,False
2019-01-20,49,False
2019-01-27,57,False
2019-02-03,59,False
2019-02-10,51,False
2019-02-17,45,False
2019-02-24,66,False
2019-03-03,63,False
2019-03-10,70,False
2019-03-17,31,False
2019-03-24,46,False
2019-03-31,30,False
2019-04-07,21,False
2019-04-14,59,False
2019-04-21,60,False
2019-04-28,44,False
2019-05-05,33,False
2019-05-12,29,False
2019-05-19,52,False
2019-05-26,35,False
2019-06-02,22,False
2019-06-09,15,False
2019-06-16,39,False
2019-06-23,23,False
2019-06-30,16,False
2019-07-07,15,False
2019-07-14,16,False
2019-07-21,47,False
2019-07-28,34,False
2019-08-04,27,False
2019-08-11,0,False
2019-08-18,19,False
2019-08-25,33,False
2019-09-01,35,False
2019-09-08,30,False
2019-09-15,85,False
2019-09-22,14,False
2019-09-29,29,False
2019-10-06,15,False
2019-10-13,44,False
2019-10-20,29,False
2019-10-27,58,False
2019-11-03,14,False
2019-11-10,28,False
2019-11-17,28,False
2019-11-24,28,False
2019-12-01,44,False
2019-12-08,22,False
2019-12-15,15,False
2019-12-22,36,False
2019-12-29,42,False
2020-01-05,15,False
2020-01-12,47,False
2020-01-19,41,False
2020-01-26,41,False
2020-02-02,34,False
2020-02-09,14,False
2020-02-16,41,False
2020-02-23,20,False
2020-03-01,13,False
2020-03-08,26,False
2020-03-15,13,False
2020-03-22,0,False
2020-03-29,12,False
2020-04-05,0,False
2020-04-12,13,False
2020-04-19,12,False
2020-04-26,22,True
