date,Partecipazioni matrimonio,isPartial
2018-01-07,24,False
2018-01-14,0,False
2018-01-21,94,False
2018-01-28,47,False
2018-02-04,46,False
2018-02-11,47,False
2018-02-18,22,False
2018-02-25,22,False
2018-03-04,0,False
2018-03-11,46,False
2018-03-18,24,False
2018-03-25,25,False
2018-04-01,77,False
2018-04-08,24,False
2018-04-15,73,False
2018-04-22,100,False
2018-04-29,47,False
2018-05-06,23,False
2018-05-13,96,False
2018-05-20,48,False
2018-05-27,0,False
2018-06-03,96,False
2018-06-10,23,False
2018-06-17,47,False
2018-06-24,24,False
2018-07-01,47,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,24,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,28,False
2018-08-19,0,False
2018-08-26,24,False
2018-09-02,23,False
2018-09-09,24,False
2018-09-16,23,False
2018-09-23,47,False
2018-09-30,24,False
2018-10-07,48,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,68,False
2018-11-11,96,False
2018-11-18,23,False
2018-11-25,23,False
2018-12-02,0,False
2018-12-09,48,False
2018-12-16,0,False
2018-12-23,62,False
2018-12-30,0,False
2019-01-06,49,False
2019-01-13,69,False
2019-01-20,23,False
2019-01-27,93,False
2019-02-03,45,False
2019-02-10,47,False
2019-02-17,71,False
2019-02-24,71,False
2019-03-03,96,False
2019-03-10,24,False
2019-03-17,47,False
2019-03-24,72,False
2019-03-31,23,False
2019-04-07,71,False
2019-04-14,49,False
2019-04-21,27,False
2019-04-28,0,False
2019-05-05,70,False
2019-05-12,0,False
2019-05-19,45,False
2019-05-26,22,False
2019-06-02,72,False
2019-06-09,23,False
2019-06-16,24,False
2019-06-23,49,False
2019-06-30,24,False
2019-07-07,22,False
2019-07-14,46,False
2019-07-21,23,False
2019-07-28,48,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,66,False
2019-09-01,41,False
2019-09-08,43,False
2019-09-15,21,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,21,False
2019-11-10,0,False
2019-11-17,21,False
2019-11-24,0,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,27,False
2019-12-29,75,False
2020-01-05,0,False
2020-01-12,78,False
2020-01-19,20,False
2020-01-26,20,False
2020-02-02,60,False
2020-02-09,20,False
2020-02-16,60,False
2020-02-23,37,False
2020-03-01,74,False
2020-03-08,18,False
2020-03-15,19,False
2020-03-22,17,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,18,False
2020-04-19,18,False
2020-04-26,0,True
