date,partecipazioni matrimonio,isPartial
2018-01-07,76,False
2018-01-14,100,False
2018-01-21,87,False
2018-01-28,73,False
2018-02-04,49,False
2018-02-11,74,False
2018-02-18,72,False
2018-02-25,47,False
2018-03-04,24,False
2018-03-11,72,False
2018-03-18,25,False
2018-03-25,64,False
2018-04-01,82,False
2018-04-08,88,False
2018-04-15,51,False
2018-04-22,27,False
2018-04-29,75,False
2018-05-06,49,False
2018-05-13,25,False
2018-05-20,38,False
2018-05-27,25,False
2018-06-03,50,False
2018-06-10,24,False
2018-06-17,50,False
2018-06-24,26,False
2018-07-01,25,False
2018-07-08,49,False
2018-07-15,38,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,28,False
2018-08-12,30,False
2018-08-19,28,False
2018-08-26,38,False
2018-09-02,74,False
2018-09-09,49,False
2018-09-16,49,False
2018-09-23,37,False
2018-09-30,50,False
2018-10-07,63,False
2018-10-14,25,False
2018-10-21,25,False
2018-10-28,50,False
2018-11-04,47,False
2018-11-11,37,False
2018-11-18,24,False
2018-11-25,24,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,80,False
2018-12-23,32,False
2018-12-30,30,False
2019-01-06,39,False
2019-01-13,24,False
2019-01-20,61,False
2019-01-27,36,False
2019-02-03,73,False
2019-02-10,49,False
2019-02-17,49,False
2019-02-24,62,False
2019-03-03,51,False
2019-03-10,25,False
2019-03-17,49,False
2019-03-24,50,False
2019-03-31,25,False
2019-04-07,50,False
2019-04-14,51,False
2019-04-21,28,False
2019-04-28,52,False
2019-05-05,62,False
2019-05-12,47,False
2019-05-19,24,False
2019-05-26,34,False
2019-06-02,76,False
2019-06-09,50,False
2019-06-16,100,False
2019-06-23,39,False
2019-06-30,38,False
2019-07-07,58,False
2019-07-14,48,False
2019-07-21,37,False
2019-07-28,37,False
2019-08-04,54,False
2019-08-11,0,False
2019-08-18,50,False
2019-08-25,23,False
2019-09-01,65,False
2019-09-08,23,False
2019-09-15,45,False
2019-09-22,33,False
2019-09-29,34,False
2019-10-06,23,False
2019-10-13,47,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,45,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,0,False
2019-12-29,53,False
2020-01-05,45,False
2020-01-12,41,False
2020-01-19,42,False
2020-01-26,31,False
2020-02-02,62,False
2020-02-09,54,False
2020-02-16,42,False
2020-02-23,49,False
2020-03-01,59,False
2020-03-08,0,False
2020-03-15,19,False
2020-03-22,36,False
2020-03-29,37,False
2020-04-05,19,False
2020-04-12,20,False
2020-04-19,0,False
2020-04-26,32,True
