date,Partecipazioni matrimonio,isPartial
2018-01-07,75,False
2018-01-14,100,False
2018-01-21,100,False
2018-01-28,49,False
2018-02-04,84,False
2018-02-11,73,False
2018-02-18,24,False
2018-02-25,69,False
2018-03-04,49,False
2018-03-11,37,False
2018-03-18,24,False
2018-03-25,52,False
2018-04-01,39,False
2018-04-08,63,False
2018-04-15,51,False
2018-04-22,80,False
2018-04-29,77,False
2018-05-06,25,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,47,False
2018-06-17,24,False
2018-06-24,36,False
2018-07-01,49,False
2018-07-08,24,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,24,False
2018-08-05,23,False
2018-08-12,0,False
2018-08-19,42,False
2018-08-26,22,False
2018-09-02,23,False
2018-09-09,24,False
2018-09-16,37,False
2018-09-23,37,False
2018-09-30,24,False
2018-10-07,26,False
2018-10-14,26,False
2018-10-21,26,False
2018-10-28,64,False
2018-11-04,25,False
2018-11-11,26,False
2018-11-18,50,False
2018-11-25,0,False
2018-12-02,54,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,85,False
2019-01-20,34,False
2019-01-27,34,False
2019-02-03,22,False
2019-02-10,56,False
2019-02-17,47,False
2019-02-24,46,False
2019-03-03,36,False
2019-03-10,58,False
2019-03-17,48,False
2019-03-24,47,False
2019-03-31,0,False
2019-04-07,23,False
2019-04-14,96,False
2019-04-21,73,False
2019-04-28,22,False
2019-05-05,23,False
2019-05-12,0,False
2019-05-19,23,False
2019-05-26,0,False
2019-06-02,47,False
2019-06-09,48,False
2019-06-16,48,False
2019-06-23,35,False
2019-06-30,24,False
2019-07-07,22,False
2019-07-14,45,False
2019-07-21,46,False
2019-07-28,22,False
2019-08-04,0,False
2019-08-11,23,False
2019-08-18,44,False
2019-08-25,44,False
2019-09-01,63,False
2019-09-08,21,False
2019-09-15,42,False
2019-09-22,32,False
2019-09-29,33,False
2019-10-06,33,False
2019-10-13,22,False
2019-10-20,22,False
2019-10-27,44,False
2019-11-03,42,False
2019-11-10,0,False
2019-11-17,22,False
2019-11-24,0,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,22,False
2019-12-22,35,False
2019-12-29,44,False
2020-01-05,21,False
2020-01-12,20,False
2020-01-19,42,False
2020-01-26,31,False
2020-02-02,49,False
2020-02-09,83,False
2020-02-16,41,False
2020-02-23,39,False
2020-03-01,57,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,18,False
2020-04-12,18,False
2020-04-19,16,False
2020-04-26,30,True
