date,Partecipazioni matrimonio,isPartial
2018-01-07,61,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,98,False
2018-02-04,39,False
2018-02-11,39,False
2018-02-18,19,False
2018-02-25,36,False
2018-03-04,38,False
2018-03-11,57,False
2018-03-18,57,False
2018-03-25,80,False
2018-04-01,21,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,41,False
2018-04-29,58,False
2018-05-06,19,False
2018-05-13,59,False
2018-05-20,20,False
2018-05-27,20,False
2018-06-03,0,False
2018-06-10,18,False
2018-06-17,58,False
2018-06-24,19,False
2018-07-01,19,False
2018-07-08,19,False
2018-07-15,38,False
2018-07-22,19,False
2018-07-29,20,False
2018-08-05,0,False
2018-08-12,21,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,19,False
2018-09-09,19,False
2018-09-16,56,False
2018-09-23,37,False
2018-09-30,19,False
2018-10-07,40,False
2018-10-14,20,False
2018-10-21,19,False
2018-10-28,19,False
2018-11-04,0,False
2018-11-11,20,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,20,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,24,False
2018-12-30,67,False
2019-01-06,41,False
2019-01-13,39,False
2019-01-20,38,False
2019-01-27,37,False
2019-02-03,0,False
2019-02-10,78,False
2019-02-17,40,False
2019-02-24,40,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,40,False
2019-03-24,20,False
2019-03-31,19,False
2019-04-07,58,False
2019-04-14,20,False
2019-04-21,0,False
2019-04-28,38,False
2019-05-05,19,False
2019-05-12,18,False
2019-05-19,18,False
2019-05-26,18,False
2019-06-02,19,False
2019-06-09,0,False
2019-06-16,20,False
2019-06-23,0,False
2019-06-30,78,False
2019-07-07,37,False
2019-07-14,19,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,55,False
2019-09-01,17,False
2019-09-08,36,False
2019-09-15,18,False
2019-09-22,87,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,36,False
2019-10-20,0,False
2019-10-27,34,False
2019-11-03,17,False
2019-11-10,18,False
2019-11-17,35,False
2019-11-24,0,False
2019-12-01,18,False
2019-12-08,0,False
2019-12-15,18,False
2019-12-22,66,False
2019-12-29,0,False
2020-01-05,36,False
2020-01-12,34,False
2020-01-19,0,False
2020-01-26,100,False
2020-02-02,34,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,47,False
2020-03-01,16,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,15,False
2020-04-12,15,False
2020-04-19,0,False
2020-04-26,0,True
