date,partecipazioni matrimonio,isPartial
2018-01-07,52,False
2018-01-14,52,False
2018-01-21,0,False
2018-01-28,39,False
2018-02-04,62,False
2018-02-11,26,False
2018-02-18,25,False
2018-02-25,71,False
2018-03-04,63,False
2018-03-11,52,False
2018-03-18,25,False
2018-03-25,80,False
2018-04-01,27,False
2018-04-08,66,False
2018-04-15,53,False
2018-04-22,97,False
2018-04-29,54,False
2018-05-06,39,False
2018-05-13,27,False
2018-05-20,78,False
2018-05-27,81,False
2018-06-03,27,False
2018-06-10,24,False
2018-06-17,0,False
2018-06-24,25,False
2018-07-01,51,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,75,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,22,False
2018-08-19,44,False
2018-08-26,34,False
2018-09-02,0,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,26,False
2018-09-30,0,False
2018-10-07,41,False
2018-10-14,0,False
2018-10-21,27,False
2018-10-28,26,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,26,False
2018-12-02,56,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,25,False
2019-01-13,76,False
2019-01-20,23,False
2019-01-27,47,False
2019-02-03,23,False
2019-02-10,46,False
2019-02-17,48,False
2019-02-24,72,False
2019-03-03,25,False
2019-03-10,48,False
2019-03-17,25,False
2019-03-24,36,False
2019-03-31,97,False
2019-04-07,24,False
2019-04-14,100,False
2019-04-21,51,False
2019-04-28,0,False
2019-05-05,23,False
2019-05-12,23,False
2019-05-19,23,False
2019-05-26,0,False
2019-06-02,49,False
2019-06-09,25,False
2019-06-16,49,False
2019-06-23,36,False
2019-06-30,24,False
2019-07-07,45,False
2019-07-14,46,False
2019-07-21,24,False
2019-07-28,23,False
2019-08-04,0,False
2019-08-11,24,False
2019-08-18,0,False
2019-08-25,23,False
2019-09-01,66,False
2019-09-08,22,False
2019-09-15,0,False
2019-09-22,44,False
2019-09-29,34,False
2019-10-06,46,False
2019-10-13,23,False
2019-10-20,23,False
2019-10-27,0,False
2019-11-03,44,False
2019-11-10,44,False
2019-11-17,22,False
2019-11-24,22,False
2019-12-01,46,False
2019-12-08,23,False
2019-12-15,23,False
2019-12-22,36,False
2019-12-29,46,False
2020-01-05,44,False
2020-01-12,42,False
2020-01-19,54,False
2020-01-26,21,False
2020-02-02,20,False
2020-02-09,75,False
2020-02-16,21,False
2020-02-23,51,False
2020-03-01,99,False
2020-03-08,19,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,17,False
2020-04-05,19,False
2020-04-12,0,False
2020-04-19,17,False
2020-04-26,0,True
