date,Partecipazioni matrimonio,isPartial
2018-01-07,50,False
2018-01-14,87,False
2018-01-21,24,False
2018-01-28,61,False
2018-02-04,60,False
2018-02-11,12,False
2018-02-18,99,False
2018-02-25,54,False
2018-03-04,33,False
2018-03-11,66,False
2018-03-18,57,False
2018-03-25,48,False
2018-04-01,62,False
2018-04-08,44,False
2018-04-15,34,False
2018-04-22,48,False
2018-04-29,35,False
2018-05-06,65,False
2018-05-13,22,False
2018-05-20,33,False
2018-05-27,58,False
2018-06-03,24,False
2018-06-10,11,False
2018-06-17,44,False
2018-06-24,12,False
2018-07-01,46,False
2018-07-08,46,False
2018-07-15,12,False
2018-07-22,0,False
2018-07-29,12,False
2018-08-05,63,False
2018-08-12,15,False
2018-08-19,16,False
2018-08-26,0,False
2018-09-02,34,False
2018-09-09,44,False
2018-09-16,21,False
2018-09-23,0,False
2018-09-30,22,False
2018-10-07,22,False
2018-10-14,23,False
2018-10-21,11,False
2018-10-28,22,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,22,False
2018-11-25,22,False
2018-12-02,10,False
2018-12-09,0,False
2018-12-16,36,False
2018-12-23,0,False
2018-12-30,13,False
2019-01-06,100,False
2019-01-13,72,False
2019-01-20,35,False
2019-01-27,42,False
2019-02-03,60,False
2019-02-10,24,False
2019-02-17,24,False
2019-02-24,43,False
2019-03-03,76,False
2019-03-10,38,False
2019-03-17,26,False
2019-03-24,25,False
2019-03-31,24,False
2019-04-07,11,False
2019-04-14,24,False
2019-04-21,41,False
2019-04-28,36,False
2019-05-05,22,False
2019-05-12,24,False
2019-05-19,48,False
2019-05-26,46,False
2019-06-02,24,False
2019-06-09,12,False
2019-06-16,25,False
2019-06-23,26,False
2019-06-30,13,False
2019-07-07,12,False
2019-07-14,13,False
2019-07-21,38,False
2019-07-28,42,False
2019-08-04,15,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,40,False
2019-09-01,23,False
2019-09-08,12,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,12,False
2019-10-06,12,False
2019-10-13,24,False
2019-10-20,0,False
2019-10-27,47,False
2019-11-03,11,False
2019-11-10,34,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,35,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,29,False
2019-12-29,14,False
2020-01-05,12,False
2020-01-12,55,False
2020-01-19,23,False
2020-01-26,45,False
2020-02-02,22,False
2020-02-09,0,False
2020-02-16,34,False
2020-02-23,22,False
2020-03-01,11,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,10,False
2020-04-05,0,False
2020-04-12,11,False
2020-04-19,10,False
2020-04-26,18,True
