date,yoga enfant,isPartial
2018-01-07,0,False
2018-01-14,12,False
2018-01-21,11,False
2018-01-28,25,False
2018-02-04,14,False
2018-02-11,7,False
2018-02-18,27,False
2018-02-25,23,False
2018-03-04,18,False
2018-03-11,17,False
2018-03-18,11,False
2018-03-25,12,False
2018-04-01,13,False
2018-04-08,20,False
2018-04-15,11,False
2018-04-22,16,False
2018-04-29,8,False
2018-05-06,20,False
2018-05-13,17,False
2018-05-20,12,False
2018-05-27,14,False
2018-06-03,14,False
2018-06-10,14,False
2018-06-17,7,False
2018-06-24,22,False
2018-07-01,11,False
2018-07-08,11,False
2018-07-15,12,False
2018-07-22,8,False
2018-07-29,26,False
2018-08-05,18,False
2018-08-12,13,False
2018-08-19,18,False
2018-08-26,21,False
2018-09-02,30,False
2018-09-09,36,False
2018-09-16,25,False
2018-09-23,22,False
2018-09-30,14,False
2018-10-07,12,False
2018-10-14,12,False
2018-10-21,12,False
2018-10-28,23,False
2018-11-04,11,False
2018-11-11,21,False
2018-11-18,24,False
2018-11-25,12,False
2018-12-02,14,False
2018-12-09,10,False
2018-12-16,12,False
2018-12-23,9,False
2018-12-30,14,False
2019-01-06,15,False
2019-01-13,12,False
2019-01-20,21,False
2019-01-27,7,False
2019-02-03,16,False
2019-02-10,7,False
2019-02-17,7,False
2019-02-24,10,False
2019-03-03,10,False
2019-03-10,11,False
2019-03-17,15,False
2019-03-24,13,False
2019-03-31,11,False
2019-04-07,20,False
2019-04-14,8,False
2019-04-21,8,False
2019-04-28,11,False
2019-05-05,11,False
2019-05-12,12,False
2019-05-19,22,False
2019-05-26,8,False
2019-06-02,12,False
2019-06-09,8,False
2019-06-16,8,False
2019-06-23,20,False
2019-06-30,0,False
2019-07-07,23,False
2019-07-14,17,False
2019-07-21,9,False
2019-07-28,9,False
2019-08-04,13,False
2019-08-11,20,False
2019-08-18,10,False
2019-08-25,17,False
2019-09-01,27,False
2019-09-08,27,False
2019-09-15,11,False
2019-09-22,21,False
2019-09-29,21,False
2019-10-06,22,False
2019-10-13,17,False
2019-10-20,7,False
2019-10-27,15,False
2019-11-03,24,False
2019-11-10,19,False
2019-11-17,14,False
2019-11-24,7,False
2019-12-01,7,False
2019-12-08,16,False
2019-12-15,7,False
2019-12-22,18,False
2019-12-29,12,False
2020-01-05,14,False
2020-01-12,10,False
2020-01-19,10,False
2020-01-26,12,False
2020-02-02,14,False
2020-02-09,12,False
2020-02-16,29,False
2020-02-23,18,False
2020-03-01,17,False
2020-03-08,13,False
2020-03-15,100,False
2020-03-22,86,False
2020-03-29,67,False
2020-04-05,38,False
2020-04-12,39,False
2020-04-19,42,False
2020-04-26,48,False
2020-05-03,35,False
2020-05-10,11,False
2020-05-17,17,True
