date,Hoftor,isPartial
2018-01-07,59,False
2018-01-14,47,False
2018-01-21,23,False
2018-01-28,23,False
2018-02-04,24,False
2018-02-11,24,False
2018-02-18,0,False
2018-02-25,36,False
2018-03-04,47,False
2018-03-11,24,False
2018-03-18,24,False
2018-03-25,0,False
2018-04-01,26,False
2018-04-08,100,False
2018-04-15,26,False
2018-04-22,76,False
2018-04-29,39,False
2018-05-06,51,False
2018-05-13,25,False
2018-05-20,76,False
2018-05-27,51,False
2018-06-03,25,False
2018-06-10,49,False
2018-06-17,25,False
2018-06-24,39,False
2018-07-01,53,False
2018-07-08,26,False
2018-07-15,39,False
2018-07-22,27,False
2018-07-29,52,False
2018-08-05,25,False
2018-08-12,38,False
2018-08-19,37,False
2018-08-26,24,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,74,False
2018-09-23,37,False
2018-09-30,26,False
2018-10-07,50,False
2018-10-14,24,False
2018-10-21,0,False
2018-10-28,36,False
2018-11-04,47,False
2018-11-11,24,False
2018-11-18,24,False
2018-11-25,51,False
2018-12-02,25,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,30,False
2018-12-30,27,False
2019-01-06,25,False
2019-01-13,36,False
2019-01-20,0,False
2019-01-27,35,False
2019-02-03,24,False
2019-02-10,59,False
2019-02-17,48,False
2019-02-24,37,False
2019-03-03,59,False
2019-03-10,46,False
2019-03-17,85,False
2019-03-24,24,False
2019-03-31,0,False
2019-04-07,60,False
2019-04-14,26,False
2019-04-21,51,False
2019-04-28,49,False
2019-05-05,69,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,73,False
2019-06-02,23,False
2019-06-09,24,False
2019-06-16,37,False
2019-06-23,25,False
2019-06-30,63,False
2019-07-07,75,False
2019-07-14,0,False
2019-07-21,40,False
2019-07-28,26,False
2019-08-04,37,False
2019-08-11,71,False
2019-08-18,24,False
2019-08-25,24,False
2019-09-01,35,False
2019-09-08,24,False
2019-09-15,49,False
2019-09-22,24,False
2019-09-29,25,False
2019-10-06,0,False
2019-10-13,22,False
2019-10-20,22,False
2019-10-27,44,False
2019-11-03,33,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,23,False
2019-12-22,27,False
2019-12-29,51,False
2020-01-05,0,False
2020-01-12,21,False
2020-01-19,22,False
2020-01-26,42,False
2020-02-02,21,False
2020-02-09,21,False
2020-02-16,44,False
2020-02-23,21,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,20,False
2020-03-22,20,False
2020-03-29,50,False
2020-04-05,65,False
2020-04-12,41,False
2020-04-19,50,False
2020-04-26,50,False
2020-05-03,60,False
2020-05-10,60,False
