date,Hoftor,isPartial
2018-01-07,50,False
2018-01-14,50,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,51,False
2018-02-11,26,False
2018-02-18,52,False
2018-02-25,26,False
2018-03-04,26,False
2018-03-11,52,False
2018-03-18,26,False
2018-03-25,84,False
2018-04-01,85,False
2018-04-08,54,False
2018-04-15,81,False
2018-04-22,26,False
2018-04-29,54,False
2018-05-06,0,False
2018-05-13,51,False
2018-05-20,27,False
2018-05-27,27,False
2018-06-03,52,False
2018-06-10,50,False
2018-06-17,75,False
2018-06-24,63,False
2018-07-01,49,False
2018-07-08,25,False
2018-07-15,50,False
2018-07-22,25,False
2018-07-29,26,False
2018-08-05,53,False
2018-08-12,28,False
2018-08-19,56,False
2018-08-26,28,False
2018-09-02,27,False
2018-09-09,26,False
2018-09-16,0,False
2018-09-23,39,False
2018-09-30,53,False
2018-10-07,26,False
2018-10-14,39,False
2018-10-21,26,False
2018-10-28,64,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,61,False
2018-12-09,25,False
2018-12-16,0,False
2018-12-23,60,False
2018-12-30,27,False
2019-01-06,0,False
2019-01-13,23,False
2019-01-20,23,False
2019-01-27,35,False
2019-02-03,47,False
2019-02-10,48,False
2019-02-17,24,False
2019-02-24,37,False
2019-03-03,37,False
2019-03-10,84,False
2019-03-17,51,False
2019-03-24,0,False
2019-03-31,51,False
2019-04-07,25,False
2019-04-14,54,False
2019-04-21,26,False
2019-04-28,37,False
2019-05-05,24,False
2019-05-12,36,False
2019-05-19,24,False
2019-05-26,100,False
2019-06-02,25,False
2019-06-09,52,False
2019-06-16,51,False
2019-06-23,0,False
2019-06-30,24,False
2019-07-07,23,False
2019-07-14,49,False
2019-07-21,26,False
2019-07-28,25,False
2019-08-04,0,False
2019-08-11,66,False
2019-08-18,54,False
2019-08-25,65,False
2019-09-01,25,False
2019-09-08,36,False
2019-09-15,37,False
2019-09-22,24,False
2019-09-29,48,False
2019-10-06,23,False
2019-10-13,24,False
2019-10-20,46,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,22,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,24,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,44,False
2020-01-12,22,False
2020-01-19,0,False
2020-01-26,33,False
2020-02-02,0,False
2020-02-09,21,False
2020-02-16,22,False
2020-02-23,65,False
2020-03-01,21,False
2020-03-08,30,False
2020-03-15,39,False
2020-03-22,20,False
2020-03-29,59,False
2020-04-05,33,False
2020-04-12,31,False
2020-04-19,71,False
2020-04-26,80,False
2020-05-03,81,False
2020-05-10,51,False
