date,traiteur,isPartial
2018-01-07,39,False
2018-01-14,38,False
2018-01-21,30,False
2018-01-28,31,False
2018-02-04,35,False
2018-02-11,30,False
2018-02-18,42,False
2018-02-25,33,False
2018-03-04,29,False
2018-03-11,30,False
2018-03-18,28,False
2018-03-25,50,False
2018-04-01,41,False
2018-04-08,39,False
2018-04-15,34,False
2018-04-22,38,False
2018-04-29,33,False
2018-05-06,24,False
2018-05-13,42,False
2018-05-20,35,False
2018-05-27,28,False
2018-06-03,36,False
2018-06-10,37,False
2018-06-17,36,False
2018-06-24,33,False
2018-07-01,23,False
2018-07-08,27,False
2018-07-15,33,False
2018-07-22,31,False
2018-07-29,37,False
2018-08-05,31,False
2018-08-12,24,False
2018-08-19,35,False
2018-08-26,34,False
2018-09-02,36,False
2018-09-09,36,False
2018-09-16,35,False
2018-09-23,38,False
2018-09-30,28,False
2018-10-07,36,False
2018-10-14,33,False
2018-10-21,39,False
2018-10-28,40,False
2018-11-04,45,False
2018-11-11,47,False
2018-11-18,45,False
2018-11-25,54,False
2018-12-02,68,False
2018-12-09,79,False
2018-12-16,100,False
2018-12-23,61,False
2018-12-30,37,False
2019-01-06,28,False
2019-01-13,37,False
2019-01-20,34,False
2019-01-27,36,False
2019-02-03,33,False
2019-02-10,30,False
2019-02-17,26,False
2019-02-24,48,False
2019-03-03,33,False
2019-03-10,32,False
2019-03-17,34,False
2019-03-24,34,False
2019-03-31,38,False
2019-04-07,41,False
2019-04-14,44,False
2019-04-21,37,False
2019-04-28,46,False
2019-05-05,38,False
2019-05-12,44,False
2019-05-19,35,False
2019-05-26,33,False
2019-06-02,49,False
2019-06-09,60,False
2019-06-16,49,False
2019-06-23,26,False
2019-06-30,46,False
2019-07-07,36,False
2019-07-14,40,False
2019-07-21,29,False
2019-07-28,31,False
2019-08-04,35,False
2019-08-11,29,False
2019-08-18,40,False
2019-08-25,32,False
2019-09-01,40,False
2019-09-08,40,False
2019-09-15,39,False
2019-09-22,32,False
2019-09-29,42,False
2019-10-06,29,False
2019-10-13,50,False
2019-10-20,46,False
2019-10-27,37,False
2019-11-03,39,False
2019-11-10,42,False
2019-11-17,57,False
2019-11-24,51,False
2019-12-01,74,False
2019-12-08,89,False
2019-12-15,93,False
2019-12-22,78,False
2019-12-29,44,False
2020-01-05,45,False
2020-01-12,38,False
2020-01-19,37,False
2020-01-26,40,False
2020-02-02,39,False
2020-02-09,43,False
2020-02-16,35,False
2020-02-23,40,False
2020-03-01,30,False
2020-03-08,29,False
2020-03-15,12,False
2020-03-22,13,False
2020-03-29,15,False
2020-04-05,13,False
2020-04-12,14,False
2020-04-19,12,False
2020-04-26,10,False
2020-05-03,12,False
2020-05-10,19,False
2020-05-17,17,True
