date,Traiteur,isPartial
2018-01-07,19,False
2018-01-14,57,False
2018-01-21,19,False
2018-01-28,25,False
2018-02-04,37,False
2018-02-11,50,False
2018-02-18,28,False
2018-02-25,44,False
2018-03-04,38,False
2018-03-11,19,False
2018-03-18,25,False
2018-03-25,38,False
2018-04-01,25,False
2018-04-08,17,False
2018-04-15,50,False
2018-04-22,36,False
2018-04-29,48,False
2018-05-06,16,False
2018-05-13,25,False
2018-05-20,25,False
2018-05-27,27,False
2018-06-03,16,False
2018-06-10,48,False
2018-06-17,30,False
2018-06-24,23,False
2018-07-01,36,False
2018-07-08,13,False
2018-07-15,25,False
2018-07-22,12,False
2018-07-29,17,False
2018-08-05,18,False
2018-08-12,28,False
2018-08-19,11,False
2018-08-26,13,False
2018-09-02,23,False
2018-09-09,14,False
2018-09-16,24,False
2018-09-23,51,False
2018-09-30,24,False
2018-10-07,17,False
2018-10-14,42,False
2018-10-21,35,False
2018-10-28,44,False
2018-11-04,63,False
2018-11-11,52,False
2018-11-18,57,False
2018-11-25,19,False
2018-12-02,33,False
2018-12-09,47,False
2018-12-16,63,False
2018-12-23,69,False
2018-12-30,43,False
2019-01-06,40,False
2019-01-13,20,False
2019-01-20,25,False
2019-01-27,42,False
2019-02-03,19,False
2019-02-10,29,False
2019-02-17,50,False
2019-02-24,34,False
2019-03-03,20,False
2019-03-10,26,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,47,False
2019-04-07,35,False
2019-04-14,18,False
2019-04-21,23,False
2019-04-28,52,False
2019-05-05,33,False
2019-05-12,32,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,23,False
2019-06-09,30,False
2019-06-16,30,False
2019-06-23,28,False
2019-06-30,37,False
2019-07-07,13,False
2019-07-14,12,False
2019-07-21,28,False
2019-07-28,47,False
2019-08-04,22,False
2019-08-11,31,False
2019-08-18,11,False
2019-08-25,31,False
2019-09-01,25,False
2019-09-08,20,False
2019-09-15,30,False
2019-09-22,19,False
2019-09-29,15,False
2019-10-06,26,False
2019-10-13,33,False
2019-10-20,40,False
2019-10-27,24,False
2019-11-03,33,False
2019-11-10,17,False
2019-11-17,33,False
2019-11-24,34,False
2019-12-01,29,False
2019-12-08,17,False
2019-12-15,100,False
2019-12-22,32,False
2019-12-29,32,False
2020-01-05,46,False
2020-01-12,25,False
2020-01-19,16,False
2020-01-26,22,False
2020-02-02,41,False
2020-02-09,22,False
2020-02-16,35,False
2020-02-23,44,False
2020-03-01,16,False
2020-03-08,16,False
2020-03-15,15,False
2020-03-22,21,False
2020-03-29,14,False
2020-04-05,14,False
2020-04-12,14,False
2020-04-19,14,False
2020-04-26,28,False
2020-05-03,14,False
2020-05-10,14,False
2020-05-17,34,True
