date,traiteur,isPartial
2018-01-07,32,False
2018-01-14,30,False
2018-01-21,36,False
2018-01-28,37,False
2018-02-04,40,False
2018-02-11,39,False
2018-02-18,32,False
2018-02-25,33,False
2018-03-04,28,False
2018-03-11,33,False
2018-03-18,36,False
2018-03-25,38,False
2018-04-01,30,False
2018-04-08,39,False
2018-04-15,34,False
2018-04-22,32,False
2018-04-29,30,False
2018-05-06,36,False
2018-05-13,32,False
2018-05-20,33,False
2018-05-27,44,False
2018-06-03,37,False
2018-06-10,32,False
2018-06-17,31,False
2018-06-24,26,False
2018-07-01,29,False
2018-07-08,33,False
2018-07-15,30,False
2018-07-22,22,False
2018-07-29,29,False
2018-08-05,34,False
2018-08-12,24,False
2018-08-19,39,False
2018-08-26,34,False
2018-09-02,31,False
2018-09-09,38,False
2018-09-16,37,False
2018-09-23,43,False
2018-09-30,41,False
2018-10-07,33,False
2018-10-14,30,False
2018-10-21,42,False
2018-10-28,30,False
2018-11-04,37,False
2018-11-11,41,False
2018-11-18,51,False
2018-11-25,50,False
2018-12-02,70,False
2018-12-09,92,False
2018-12-16,91,False
2018-12-23,63,False
2018-12-30,42,False
2019-01-06,29,False
2019-01-13,38,False
2019-01-20,31,False
2019-01-27,25,False
2019-02-03,33,False
2019-02-10,40,False
2019-02-17,30,False
2019-02-24,30,False
2019-03-03,32,False
2019-03-10,30,False
2019-03-17,28,False
2019-03-24,28,False
2019-03-31,36,False
2019-04-07,39,False
2019-04-14,32,False
2019-04-21,31,False
2019-04-28,41,False
2019-05-05,35,False
2019-05-12,37,False
2019-05-19,54,False
2019-05-26,34,False
2019-06-02,40,False
2019-06-09,35,False
2019-06-16,33,False
2019-06-23,34,False
2019-06-30,33,False
2019-07-07,34,False
2019-07-14,40,False
2019-07-21,28,False
2019-07-28,31,False
2019-08-04,30,False
2019-08-11,33,False
2019-08-18,37,False
2019-08-25,43,False
2019-09-01,41,False
2019-09-08,37,False
2019-09-15,43,False
2019-09-22,42,False
2019-09-29,36,False
2019-10-06,35,False
2019-10-13,40,False
2019-10-20,40,False
2019-10-27,41,False
2019-11-03,34,False
2019-11-10,56,False
2019-11-17,46,False
2019-11-24,44,False
2019-12-01,58,False
2019-12-08,81,False
2019-12-15,100,False
2019-12-22,79,False
2019-12-29,43,False
2020-01-05,34,False
2020-01-12,36,False
2020-01-19,32,False
2020-01-26,35,False
2020-02-02,40,False
2020-02-09,44,False
2020-02-16,37,False
2020-02-23,34,False
2020-03-01,37,False
2020-03-08,28,False
2020-03-15,14,False
2020-03-22,18,False
2020-03-29,17,False
2020-04-05,20,False
2020-04-12,17,False
2020-04-19,19,False
2020-04-26,21,False
2020-05-03,17,False
2020-05-10,21,False
2020-05-17,29,True
