date,Glasschiebetür,isPartial
2018-01-07,54,False
2018-01-14,26,False
2018-01-21,0,False
2018-01-28,27,False
2018-02-04,48,False
2018-02-11,69,False
2018-02-18,27,False
2018-02-25,27,False
2018-03-04,69,False
2018-03-11,48,False
2018-03-18,35,False
2018-03-25,15,False
2018-04-01,45,False
2018-04-08,36,False
2018-04-15,29,False
2018-04-22,14,False
2018-04-29,29,False
2018-05-06,30,False
2018-05-13,28,False
2018-05-20,31,False
2018-05-27,53,False
2018-06-03,21,False
2018-06-10,20,False
2018-06-17,41,False
2018-06-24,28,False
2018-07-01,55,False
2018-07-08,35,False
2018-07-15,14,False
2018-07-22,14,False
2018-07-29,44,False
2018-08-05,38,False
2018-08-12,31,False
2018-08-19,16,False
2018-08-26,31,False
2018-09-02,29,False
2018-09-09,43,False
2018-09-16,35,False
2018-09-23,100,False
2018-09-30,57,False
2018-10-07,14,False
2018-10-14,34,False
2018-10-21,27,False
2018-10-28,41,False
2018-11-04,26,False
2018-11-11,47,False
2018-11-18,26,False
2018-11-25,20,False
2018-12-02,33,False
2018-12-09,26,False
2018-12-16,27,False
2018-12-23,31,False
2018-12-30,57,False
2019-01-06,25,False
2019-01-13,50,False
2019-01-20,37,False
2019-01-27,75,False
2019-02-03,38,False
2019-02-10,39,False
2019-02-17,13,False
2019-02-24,20,False
2019-03-03,39,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,26,False
2019-03-31,33,False
2019-04-07,0,False
2019-04-14,42,False
2019-04-21,34,False
2019-04-28,20,False
2019-05-05,31,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,27,False
2019-06-02,0,False
2019-06-09,34,False
2019-06-16,21,False
2019-06-23,13,False
2019-06-30,51,False
2019-07-07,25,False
2019-07-14,20,False
2019-07-21,0,False
2019-07-28,28,False
2019-08-04,51,False
2019-08-11,35,False
2019-08-18,21,False
2019-08-25,36,False
2019-09-01,34,False
2019-09-08,20,False
2019-09-15,20,False
2019-09-22,13,False
2019-09-29,45,False
2019-10-06,25,False
2019-10-13,37,False
2019-10-20,31,False
2019-10-27,25,False
2019-11-03,48,False
2019-11-10,24,False
2019-11-17,48,False
2019-11-24,41,False
2019-12-01,31,False
2019-12-08,24,False
2019-12-15,19,False
2019-12-22,49,False
2019-12-29,14,False
2020-01-05,24,False
2020-01-12,34,False
2020-01-19,23,False
2020-01-26,34,False
2020-02-02,11,False
2020-02-09,17,False
2020-02-16,12,False
2020-02-23,17,False
2020-03-01,11,False
2020-03-08,21,False
2020-03-15,31,False
2020-03-22,30,False
2020-03-29,21,False
2020-04-05,23,False
2020-04-12,38,False
2020-04-19,42,False
2020-04-26,30,False
2020-05-03,15,False
2020-05-10,31,False
